## Sat Feb  4 17:34:55 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_9dahtbtd --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_9dahtbtd --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_9dahtbtd/queries.fasta --evalue 0.00001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope 1236 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NGJCOJPH_01442	413404.Rmag_0097	7.94e-307	839.0	COG0215@1|root,COG0215@2|Bacteria,1MV8H@1224|Proteobacteria,1RP5K@1236|Gammaproteobacteria,1J4FX@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	J	Belongs to the class-I aminoacyl-tRNA synthetase family	cysS	GO:0000166,GO:0003674,GO:0003824,GO:0004812,GO:0004817,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006423,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0046914,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576	6.1.1.16	ko:K01883	ko00970,map00970	M00359,M00360	R03650	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	iECUMN_1333.ECUMN_0566,iJN746.PP_2905	DALR_2,tRNA-synt_1e,tRNA-synt_1g
NGJCOJPH_01443	413404.Rmag_0098	4.91e-137	388.0	COG0450@1|root,COG0450@2|Bacteria,1MWPY@1224|Proteobacteria,1RN4S@1236|Gammaproteobacteria,1J8S3@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	O	C-terminal domain of 1-Cys peroxiredoxin	tsaA	-	1.11.1.15	ko:K03386	ko04214,map04214	-	-	-	ko00000,ko00001,ko01000,ko04147	-	-	-	1-cysPrx_C,AhpC-TSA
NGJCOJPH_01445	413404.Rmag_0099	1.16e-227	630.0	COG0473@1|root,COG0473@2|Bacteria,1MUH4@1224|Proteobacteria,1RMZQ@1236|Gammaproteobacteria,1J4KU@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	C	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate	leuB	GO:0000287,GO:0003674,GO:0003824,GO:0003862,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006551,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009098,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0030145,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0034198,GO:0042594,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0055114,GO:0071496,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1990928	1.1.1.85	ko:K00052	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	R00994,R04426,R10052	RC00084,RC00417,RC03036	br01601,ko00000,ko00001,ko00002,ko01000	-	-	iECs_1301.ECs0077,iYL1228.KPN_00079,iZ_1308.Z0082	Iso_dh
NGJCOJPH_01449	413404.Rmag_1030	2.16e-276	761.0	COG1207@1|root,COG1207@2|Bacteria,1MUPH@1224|Proteobacteria,1RNKE@1236|Gammaproteobacteria,1J4PN@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	M	Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain	glmU	GO:0000270,GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0003977,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0006022,GO:0006023,GO:0006024,GO:0006040,GO:0006047,GO:0006048,GO:0006139,GO:0006629,GO:0006725,GO:0006793,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009225,GO:0009226,GO:0009252,GO:0009273,GO:0009987,GO:0016051,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0016772,GO:0016779,GO:0018130,GO:0019134,GO:0019438,GO:0030203,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0042546,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046349,GO:0046483,GO:0046872,GO:0055086,GO:0070569,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1903509	2.3.1.157,2.7.7.23	ko:K04042	ko00520,ko01100,ko01130,map00520,map01100,map01130	M00362	R00416,R05332	RC00002,RC00004,RC00166	ko00000,ko00001,ko00002,ko01000	-	-	iECED1_1282.ECED1_4420,iYL1228.KPN_04135	Hexapep,Hexapep_2,NTP_transf_3
NGJCOJPH_01450	413404.Rmag_1029	7.46e-58	187.0	28USK@1|root,2ZGWT@2|Bacteria,1P5Z4@1224|Proteobacteria,1SU0G@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NGJCOJPH_01451	413404.Rmag_1028	0.0	1348.0	COG2217@1|root,COG2608@1|root,COG2217@2|Bacteria,COG2608@2|Bacteria,1MU08@1224|Proteobacteria,1RN2C@1236|Gammaproteobacteria,1J595@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	cation transport ATPase	-	-	3.6.3.4	ko:K01533	-	-	R00086	RC00002	ko00000,ko01000	3.A.3.5	-	-	ATPase-cat_bd,E1-E2_ATPase,HMA,Hydrolase
NGJCOJPH_01452	412965.COSY_0929	5.79e-43	140.0	COG0254@1|root,COG0254@2|Bacteria,1MZ69@1224|Proteobacteria,1SCMH@1236|Gammaproteobacteria,1JAHK@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	J	Binds the 23S rRNA	rpmE	GO:0003674,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02909	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L31
NGJCOJPH_01453	412965.COSY_0928	9.21e-226	624.0	COG0407@1|root,COG0407@2|Bacteria,1MUG1@1224|Proteobacteria,1RMDH@1236|Gammaproteobacteria,1J4IA@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III	hemE	GO:0003674,GO:0003824,GO:0004853,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006536,GO:0006725,GO:0006778,GO:0006779,GO:0006780,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009064,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019353,GO:0019438,GO:0019752,GO:0033013,GO:0033014,GO:0033526,GO:0034641,GO:0042168,GO:0042440,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046394,GO:0046483,GO:0046501,GO:0046502,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605	4.1.1.37	ko:K01599	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R03197,R04972	RC00872	ko00000,ko00001,ko00002,ko01000	-	-	iPC815.YPO3734,iSBO_1134.SBO_4018	URO-D
NGJCOJPH_01457	413404.Rmag_1025	7.7e-151	428.0	COG0159@1|root,COG0159@2|Bacteria,1MXJV@1224|Proteobacteria,1RMGN@1236|Gammaproteobacteria,1J5JT@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	E	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3- phosphate	trpA	-	4.2.1.20	ko:K01695	ko00260,ko00400,ko01100,ko01110,ko01130,ko01230,map00260,map00400,map01100,map01110,map01130,map01230	M00023	R00674,R02340,R02722	RC00209,RC00210,RC00700,RC00701,RC02868	ko00000,ko00001,ko00002,ko01000	-	-	-	Trp_syntA
NGJCOJPH_01458	413404.Rmag_1024	3.25e-190	529.0	COG0777@1|root,COG0777@2|Bacteria,1MW8G@1224|Proteobacteria,1RNDS@1236|Gammaproteobacteria,1J4MN@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	I	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA	accD	GO:0001676,GO:0003674,GO:0003676,GO:0003677,GO:0003723,GO:0003729,GO:0003824,GO:0003989,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006417,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008270,GO:0008610,GO:0009058,GO:0009317,GO:0009329,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0016053,GO:0016421,GO:0016874,GO:0016885,GO:0017148,GO:0019222,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032787,GO:0032991,GO:0034248,GO:0034249,GO:0042759,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0071704,GO:0072330,GO:0080090,GO:0097159,GO:1901363,GO:1901576,GO:1902494,GO:1990234,GO:2000112,GO:2000113	2.1.3.15,6.4.1.2	ko:K01963	ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00376	R00742,R04386	RC00040,RC00253,RC00367	ko00000,ko00001,ko00002,ko01000	-	-	iPC815.YPO2768,iUTI89_1310.UTI89_C2601	Carboxyl_trans
NGJCOJPH_01460	413404.Rmag_1023	2.33e-191	534.0	COG0761@1|root,COG0761@2|Bacteria,1MU7G@1224|Proteobacteria,1RMN8@1236|Gammaproteobacteria,1J4JS@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	IM	Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis	ispH	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006090,GO:0006629,GO:0006644,GO:0006720,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008654,GO:0009058,GO:0009240,GO:0009987,GO:0016491,GO:0019288,GO:0019637,GO:0019682,GO:0019752,GO:0032787,GO:0042380,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046490,GO:0048037,GO:0051536,GO:0051538,GO:0051540,GO:0055114,GO:0071704,GO:0090407,GO:1901135,GO:1901576	1.17.7.4	ko:K03527	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05884,R08210	RC01137,RC01487	ko00000,ko00001,ko00002,ko01000	-	-	iECIAI1_1343.ECIAI1_0030,iECW_1372.ECW_m0028,iEKO11_1354.EKO11_3884,iEcHS_1320.EcHS_A0031,iEcolC_1368.EcolC_3626,iPC815.YPO0477,iSFV_1184.SFV_0023,iSF_1195.SF0026,iSFxv_1172.SFxv_0027,iS_1188.S0028,iWFL_1372.ECW_m0028,iYL1228.KPN_00024	LYTB
NGJCOJPH_01461	413404.Rmag_1022	1.34e-209	581.0	COG0524@1|root,COG0524@2|Bacteria,1QTMS@1224|Proteobacteria,1RQQY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	sugar kinase	adoK	-	2.7.1.20	ko:K00856	ko00230,ko01100,map00230,map01100	-	R00185	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PfkB
NGJCOJPH_01462	413404.Rmag_1021	0.0	2005.0	COG1197@1|root,COG1197@2|Bacteria,1MUXG@1224|Proteobacteria,1RNCU@1236|Gammaproteobacteria,1J4G0@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	L	Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site	mfd	GO:0000715,GO:0000716,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006283,GO:0006289,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008094,GO:0008150,GO:0008152,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0015616,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019219,GO:0019222,GO:0019899,GO:0031323,GO:0031326,GO:0033554,GO:0034641,GO:0042623,GO:0043170,GO:0043175,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051276,GO:0051716,GO:0060255,GO:0065007,GO:0070063,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	ko:K03723	ko03420,map03420	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF
NGJCOJPH_01463	412965.COSY_0921	1.81e-108	316.0	COG0424@1|root,COG0424@2|Bacteria,1RDA9@1224|Proteobacteria,1S3TQ@1236|Gammaproteobacteria,1J6BP@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	D	Nucleotide-binding protein implicated in inhibition of septum formation	yceF	GO:0003674,GO:0003824,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0047429	-	ko:K06287	-	-	-	-	ko00000	-	-	-	Maf
NGJCOJPH_01464	413404.Rmag_1019	1.84e-93	275.0	COG0262@1|root,COG0262@2|Bacteria,1RH0P@1224|Proteobacteria,1S5VH@1236|Gammaproteobacteria,1J69X@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis	folA	-	1.5.1.3	ko:K00287	ko00670,ko00790,ko01100,ko01523,map00670,map00790,map01100,map01523	M00126,M00840	R00936,R00937,R00939,R00940,R02235,R02236,R11765	RC00109,RC00110,RC00158	ko00000,ko00001,ko00002,ko01000	-	-	iJN746.PP_5132	DHFR_1
NGJCOJPH_01465	413404.Rmag_1018	0.0	2788.0	COG0067@1|root,COG0069@1|root,COG0070@1|root,COG0067@2|Bacteria,COG0069@2|Bacteria,COG0070@2|Bacteria,1MU7B@1224|Proteobacteria,1RN2W@1236|Gammaproteobacteria,1J55M@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	E	Glutamate synthase domain	gltB	-	1.4.1.13,1.4.1.14	ko:K00265	ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230	-	R00093,R00114,R00248	RC00006,RC00010,RC02799	ko00000,ko00001,ko01000	-	-	-	GATase_2,GXGXG,Glu_syn_central,Glu_synthase
NGJCOJPH_01466	1123279.ATUS01000001_gene2419	1.01e-88	270.0	COG3022@1|root,COG3022@2|Bacteria,1MUAF@1224|Proteobacteria,1RMTD@1236|Gammaproteobacteria,1J4EP@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	Belongs to the UPF0246 family	yaaA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0033194,GO:0042221,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:1901700	-	ko:K09861	-	-	-	-	ko00000	-	-	-	H2O2_YaaD
NGJCOJPH_01467	1279019.ARQK01000056_gene304	4.31e-18	85.1	COG1040@1|root,COG1040@2|Bacteria,1RHAV@1224|Proteobacteria,1S64Q@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Competence protein	gntX	GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0015976,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:1901360,GO:1901361,GO:1901575	-	-	-	-	-	-	-	-	-	-	Pribosyltran
NGJCOJPH_01468	413404.Rmag_1016	7.6e-197	548.0	COG0352@1|root,COG0494@1|root,COG0352@2|Bacteria,COG0494@2|Bacteria,1RCZM@1224|Proteobacteria,1RS3S@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	belongs to the nudix hydrolase family	mutT	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008413,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017110,GO:0030145,GO:0033554,GO:0034641,GO:0035539,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044715,GO:0044716,GO:0046483,GO:0046872,GO:0046914,GO:0047429,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360	3.6.1.55	ko:K03574	-	-	-	-	ko00000,ko01000,ko03400	-	-	iE2348C_1286.E2348C_0104,iSDY_1059.SDY_0129	NUDIX,NUDIX_4,TMP-TENI
NGJCOJPH_01469	413404.Rmag_1015	0.0	909.0	COG2918@1|root,COG2918@2|Bacteria,1MW9B@1224|Proteobacteria,1RPNQ@1236|Gammaproteobacteria,1J55B@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	H	Belongs to the glutamate--cysteine ligase type 1 family. Type 1 subfamily	gshA	GO:0003674,GO:0003824,GO:0004357,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006518,GO:0006575,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0006950,GO:0006970,GO:0006972,GO:0008150,GO:0008152,GO:0009058,GO:0009628,GO:0009987,GO:0010035,GO:0010038,GO:0016874,GO:0016879,GO:0016881,GO:0019184,GO:0034641,GO:0042221,GO:0042398,GO:0043043,GO:0043167,GO:0043169,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044424,GO:0044444,GO:0044464,GO:0046685,GO:0046689,GO:0046872,GO:0050896,GO:0051186,GO:0051188,GO:0051716,GO:0070887,GO:0071241,GO:0071243,GO:0071248,GO:0071288,GO:0071704,GO:1901564,GO:1901566,GO:1901576	6.3.2.2	ko:K01919	ko00270,ko00480,ko01100,map00270,map00480,map01100	M00118	R00894,R10993	RC00064,RC00090	ko00000,ko00001,ko00002,ko01000	-	-	iEC042_1314.EC042_2885	Glu_cys_ligase
NGJCOJPH_01470	413404.Rmag_1014	4.73e-266	735.0	COG0486@1|root,COG0486@2|Bacteria,1MUCQ@1224|Proteobacteria,1RN5S@1236|Gammaproteobacteria,1J4DQ@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	J	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA- cmnm(5)s(2)U34	mnmE	GO:0000166,GO:0001510,GO:0001882,GO:0001883,GO:0002097,GO:0002098,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006457,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009268,GO:0009451,GO:0009628,GO:0009636,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019003,GO:0030488,GO:0030955,GO:0031420,GO:0032259,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034470,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0042221,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0050896,GO:0061077,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363	-	ko:K03650	-	-	R08701	RC00053,RC00209,RC00870	ko00000,ko01000,ko03016	-	-	-	MMR_HSR1,MnmE_helical,TrmE_N
NGJCOJPH_01471	413404.Rmag_1013	8.41e-316	865.0	COG3850@1|root,COG3850@2|Bacteria,1MWZT@1224|Proteobacteria,1RNPP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	Histidine kinase	-	-	2.7.13.3	ko:K07673	ko02020,map02020	M00471	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	GAF_2,HAMP,HATPase_c,HisKA_3
NGJCOJPH_01472	413404.Rmag_1012	3.24e-131	374.0	COG2197@1|root,COG2197@2|Bacteria,1NQH7@1224|Proteobacteria,1RNXI@1236|Gammaproteobacteria,1J611@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	K	helix_turn_helix, Lux Regulon	-	-	-	ko:K07684	ko02020,map02020	M00471	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	GerE,Response_reg
NGJCOJPH_01473	413404.Rmag_1011	8.97e-88	260.0	COG0607@1|root,COG0607@2|Bacteria,1MZFN@1224|Proteobacteria,1SZ98@1236|Gammaproteobacteria,1JBWC@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	P	Rhodanese Homology Domain	-	-	-	-	-	-	-	-	-	-	-	-	Rhodanese
