Gene_id	Description	Length	e-Value	GO
NGJCOJPH_00753	ribonuclease D	347	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0003676 F:nucleic acid binding; F:GO:0004527 F:exonuclease activity; P:GO:0006139 P:nucleobase-containing compound metabolic process; F:GO:0008408 F:3'-5' exonuclease activity; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis
NGJCOJPH_01056	ATP-dependent RNA helicase DbpA	461	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0003676 F:nucleic acid binding; F:GO:0003724 F:RNA helicase activity; F:GO:0004386 F:helicase activity; F:GO:0005524 F:ATP binding; F:GO:0016787 F:hydrolase activity
NGJCOJPH_01418	DEAD/DEAH box helicase	437	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0003676 F:nucleic acid binding; F:GO:0003724 F:RNA helicase activity; F:GO:0004386 F:helicase activity; F:GO:0005524 F:ATP binding; F:GO:0016787 F:hydrolase activity
NGJCOJPH_00676	Transcription termination factor Rho	420	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0003676 F:nucleic acid binding; F:GO:0003723 F:RNA binding; F:GO:0004386 F:helicase activity; F:GO:0005524 F:ATP binding; C:GO:0005829 C:cytosol; P:GO:0006353 P:DNA-templated transcription, termination; F:GO:0008186 F:RNA-dependent ATPase activity; F:GO:0016787 F:hydrolase activity
NGJCOJPH_01259	transcription termination/antitermination protein NusA	491	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0003676 F:nucleic acid binding; F:GO:0003700 F:DNA-binding transcription factor activity; F:GO:0003723 F:RNA binding; C:GO:0005737 C:cytoplasm; P:GO:0006353 P:DNA-templated transcription, termination; P:GO:0006355 P:regulation of transcription, DNA-templated; P:GO:0031554 P:regulation of DNA-templated transcription, termination; P:GO:0031564 P:transcription antitermination
NGJCOJPH_00947	ATP-dependent DNA helicase RecG	688	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0003676 F:nucleic acid binding; F:GO:0003678 F:DNA helicase activity; F:GO:0004386 F:helicase activity; F:GO:0005524 F:ATP binding; P:GO:0006281 P:DNA repair; P:GO:0006310 P:DNA recombination; P:GO:0006974 P:cellular response to DNA damage stimulus; F:GO:0016787 F:hydrolase activity; F:GO:0016887 F:ATPase activity; P:GO:0032508 P:DNA duplex unwinding
NGJCOJPH_01552	ATP-dependent DNA helicase RecQ	709	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0003678 F:DNA helicase activity; F:GO:0004386 F:helicase activity; F:GO:0005524 F:ATP binding; P:GO:0006260 P:DNA replication; P:GO:0006281 P:DNA repair; P:GO:0006310 P:DNA recombination; P:GO:0009432 P:SOS response; F:GO:0016787 F:hydrolase activity; F:GO:0016887 F:ATPase activity; P:GO:0032508 P:DNA duplex unwinding; F:GO:0043138 F:3'-5' DNA helicase activity
NGJCOJPH_00748	ATP-dependent DNA helicase DinG	685	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0003676 F:nucleic acid binding; F:GO:0003677 F:DNA binding; F:GO:0003678 F:DNA helicase activity; F:GO:0004386 F:helicase activity; F:GO:0005524 F:ATP binding; P:GO:0006139 P:nucleobase-containing compound metabolic process; F:GO:0016787 F:hydrolase activity; F:GO:0016818 F:hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; F:GO:0016887 F:ATPase activity; P:GO:0032508 P:DNA duplex unwinding; F:GO:0046872 F:metal ion binding; F:GO:0051536 F:iron-sulfur cluster binding; F:GO:0051539 F:4 iron, 4 sulfur cluster binding
NGJCOJPH_00693	valine--tRNA ligase	915	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0002161 F:aminoacyl-tRNA editing activity; F:GO:0004812 F:aminoacyl-tRNA ligase activity; F:GO:0004832 F:valine-tRNA ligase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006412 P:translation; P:GO:0006418 P:tRNA aminoacylation for protein translation; P:GO:0006438 P:valyl-tRNA aminoacylation; F:GO:0016874 F:ligase activity; P:GO:0106074 P:aminoacyl-tRNA metabolism involved in translational fidelity
NGJCOJPH_00763	proline--tRNA ligase	560	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0002161 F:aminoacyl-tRNA editing activity; F:GO:0004812 F:aminoacyl-tRNA ligase activity; F:GO:0004827 F:proline-tRNA ligase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006412 P:translation; P:GO:0006418 P:tRNA aminoacylation for protein translation; P:GO:0006433 P:prolyl-tRNA aminoacylation; F:GO:0016874 F:ligase activity; P:GO:0106074 P:aminoacyl-tRNA metabolism involved in translational fidelity
NGJCOJPH_01204	leucine--tRNA ligase	816	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0002161 F:aminoacyl-tRNA editing activity; F:GO:0004812 F:aminoacyl-tRNA ligase activity; F:GO:0004823 F:leucine-tRNA ligase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006412 P:translation; P:GO:0006418 P:tRNA aminoacylation for protein translation; P:GO:0006429 P:leucyl-tRNA aminoacylation; F:GO:0016874 F:ligase activity; P:GO:0106074 P:aminoacyl-tRNA metabolism involved in translational fidelity
NGJCOJPH_00765	UPF0061 protein YdiU	300	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0005524 F:ATP binding; F:GO:0016740 F:transferase activity; F:GO:0016779 F:nucleotidyltransferase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_00574	thiamine-phosphate kinase	309	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0005524 F:ATP binding; F:GO:0009030 F:thiamine-phosphate kinase activity; P:GO:0009228 P:thiamine biosynthetic process; P:GO:0009229 P:thiamine diphosphate biosynthetic process; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0016740 F:transferase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_00306	shikimate kinase	173	1.9693E-115	F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0004765 F:shikimate kinase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0008652 P:cellular amino acid biosynthetic process; P:GO:0009073 P:aromatic amino acid family biosynthetic process; P:GO:0009423 P:chorismate biosynthetic process; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0016740 F:transferase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_00600	selenide, water dikinase SelD	349	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0004756 F:selenide, water dikinase activity; F:GO:0005524 F:ATP binding; P:GO:0016260 P:selenocysteine biosynthetic process; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0016740 F:transferase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_01398	ribose-phosphate pyrophosphokinase	325	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0004749 F:ribose phosphate diphosphokinase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006015 P:5-phosphoribose 1-diphosphate biosynthetic process; P:GO:0009156 P:ribonucleoside monophosphate biosynthetic process; P:GO:0009165 P:nucleotide biosynthetic process; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0016740 F:transferase activity; P:GO:0044249 P:cellular biosynthetic process; F:GO:0046872 F:metal ion binding
NGJCOJPH_00118	methionine adenosyltransferase	377	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0004478 F:methionine adenosyltransferase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006556 P:S-adenosylmethionine biosynthetic process; P:GO:0006730 P:one-carbon metabolic process; F:GO:0016740 F:transferase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_01140	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	473	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0004326 F:tetrahydrofolylpolyglutamate synthase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0007049 P:cell cycle; P:GO:0008360 P:regulation of cell shape; F:GO:0008765 F:UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity; P:GO:0009058 P:biosynthetic process; P:GO:0009252 P:peptidoglycan biosynthetic process; P:GO:0009396 P:folic acid-containing compound biosynthetic process; F:GO:0016874 F:ligase activity; F:GO:0016881 F:acid-amino acid ligase activity; P:GO:0046901 P:tetrahydrofolylpolyglutamate biosynthetic process; P:GO:0051301 P:cell division; P:GO:0071555 P:cell wall organization
NGJCOJPH_01202	dethiobiotin synthase	213	2.74032E-131	F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0004141 F:dethiobiotin synthase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0009102 P:biotin biosynthetic process; F:GO:0016874 F:ligase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_00615	adenylosuccinate synthase	438	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0004019 F:adenylosuccinate synthase activity; F:GO:0005525 F:GTP binding; C:GO:0005737 C:cytoplasm; P:GO:0006164 P:purine nucleotide biosynthetic process; F:GO:0016874 F:ligase activity; P:GO:0044208 P:'de novo' AMP biosynthetic process; F:GO:0046872 F:metal ion binding
NGJCOJPH_00581	GTP-binding protein Obg	334	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0003924 F:GTPase activity; F:GO:0005525 F:GTP binding; C:GO:0005737 C:cytoplasm; F:GO:0016787 F:hydrolase activity; F:GO:0017111 F:nucleoside-triphosphatase activity; P:GO:0042254 P:ribosome biogenesis; F:GO:0046872 F:metal ion binding
NGJCOJPH_01156	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	386	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0003824 F:catalytic activity; F:GO:0004775 F:succinate-CoA ligase (ADP-forming) activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006099 P:tricarboxylic acid cycle; F:GO:0016874 F:ligase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_01284	pyruvate kinase	483	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0003824 F:catalytic activity; F:GO:0004743 F:pyruvate kinase activity; F:GO:0005524 F:ATP binding; P:GO:0006096 P:glycolytic process; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0016740 F:transferase activity; F:GO:0030955 F:potassium ion binding; F:GO:0046872 F:metal ion binding
NGJCOJPH_00290	lysine--tRNA ligase	496	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; F:GO:0003676 F:nucleic acid binding; F:GO:0004812 F:aminoacyl-tRNA ligase activity; F:GO:0004824 F:lysine-tRNA ligase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006412 P:translation; P:GO:0006418 P:tRNA aminoacylation for protein translation; P:GO:0006430 P:lysyl-tRNA aminoacylation; F:GO:0016874 F:ligase activity; F:GO:0046872 F:metal ion binding; P:GO:0071704 P:organic substance metabolic process
NGJCOJPH_00225	5'-nucleotidase	301	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0000287 F:magnesium ion binding; C:GO:0005737 C:cytoplasm; F:GO:0008253 F:5'-nucleotidase activity; P:GO:0009117 P:nucleotide metabolic process; F:GO:0016787 F:hydrolase activity
NGJCOJPH_00434	NAD+ synthase	626	0.0	F:GO:0000166 F:nucleotide binding; F:GO:0000257 F:nitrilase activity; F:GO:0003677 F:DNA binding; F:GO:0003824 F:catalytic activity; F:GO:0003952 F:NAD+ synthase (glutamine-hydrolyzing) activity; F:GO:0004359 F:glutaminase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006807 P:nitrogen compound metabolic process; F:GO:0008795 F:NAD+ synthase activity; P:GO:0009435 P:NAD biosynthetic process; F:GO:0016874 F:ligase activity
NGJCOJPH_01050	L-aspartate oxidase	519	0.0	F:GO:0000166 F:nucleotide binding; C:GO:0005737 C:cytoplasm; F:GO:0008734 F:L-aspartate oxidase activity; P:GO:0009435 P:NAD biosynthetic process; F:GO:0016491 F:oxidoreductase activity; P:GO:0019363 P:pyridine nucleotide biosynthetic process; F:GO:0044318 F:L-aspartate:fumarate oxidoreductase activity
NGJCOJPH_00955	5'/3'-nucleotidase SurE	247	5.32156E-167	F:GO:0000166 F:nucleotide binding; C:GO:0005737 C:cytoplasm; F:GO:0008252 F:nucleotidase activity; F:GO:0008253 F:5'-nucleotidase activity; F:GO:0016787 F:hydrolase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_00400	transposase	39	8.67331E-13	F:GO:0000166 F:nucleotide binding; C:GO:0000785 C:chromatin; C:GO:0000932 C:P-body; P:GO:0001403 P:invasive growth in response to glucose limitation; F:GO:0003677 F:DNA binding; F:GO:0004672 F:protein kinase activity; F:GO:0004674 F:protein serine/threonine kinase activity; F:GO:0004679 F:AMP-activated protein kinase activity; F:GO:0004691 F:cAMP-dependent protein kinase activity; F:GO:0004803 F:transposase activity; F:GO:0005515 F:protein binding; F:GO:0005524 F:ATP binding; C:GO:0005634 C:nucleus; C:GO:0005829 C:cytosol; C:GO:0005952 C:cAMP-dependent protein kinase complex; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0006468 P:protein phosphorylation; P:GO:0007265 P:Ras protein signal transduction; P:GO:0010607 P:negative regulation of cytoplasmic mRNA processing body assembly; P:GO:0010737 P:protein kinase A signaling; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0016740 F:transferase activity; F:GO:0031369 F:translation initiation factor binding; P:GO:2000766 P:negative regulation of cytoplasmic translation
NGJCOJPH_00539	transposase	39	8.67331E-13	F:GO:0000166 F:nucleotide binding; C:GO:0000785 C:chromatin; C:GO:0000932 C:P-body; P:GO:0001403 P:invasive growth in response to glucose limitation; F:GO:0003677 F:DNA binding; F:GO:0004672 F:protein kinase activity; F:GO:0004674 F:protein serine/threonine kinase activity; F:GO:0004679 F:AMP-activated protein kinase activity; F:GO:0004691 F:cAMP-dependent protein kinase activity; F:GO:0004803 F:transposase activity; F:GO:0005515 F:protein binding; F:GO:0005524 F:ATP binding; C:GO:0005634 C:nucleus; C:GO:0005829 C:cytosol; C:GO:0005952 C:cAMP-dependent protein kinase complex; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0006468 P:protein phosphorylation; P:GO:0007265 P:Ras protein signal transduction; P:GO:0010607 P:negative regulation of cytoplasmic mRNA processing body assembly; P:GO:0010737 P:protein kinase A signaling; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0016740 F:transferase activity; F:GO:0031369 F:translation initiation factor binding; P:GO:2000766 P:negative regulation of cytoplasmic translation
NGJCOJPH_00741	transposase	39	8.67331E-13	F:GO:0000166 F:nucleotide binding; C:GO:0000785 C:chromatin; C:GO:0000932 C:P-body; P:GO:0001403 P:invasive growth in response to glucose limitation; F:GO:0003677 F:DNA binding; F:GO:0004672 F:protein kinase activity; F:GO:0004674 F:protein serine/threonine kinase activity; F:GO:0004679 F:AMP-activated protein kinase activity; F:GO:0004691 F:cAMP-dependent protein kinase activity; F:GO:0004803 F:transposase activity; F:GO:0005515 F:protein binding; F:GO:0005524 F:ATP binding; C:GO:0005634 C:nucleus; C:GO:0005829 C:cytosol; C:GO:0005952 C:cAMP-dependent protein kinase complex; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0006468 P:protein phosphorylation; P:GO:0007265 P:Ras protein signal transduction; P:GO:0010607 P:negative regulation of cytoplasmic mRNA processing body assembly; P:GO:0010737 P:protein kinase A signaling; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0016740 F:transferase activity; F:GO:0031369 F:translation initiation factor binding; P:GO:2000766 P:negative regulation of cytoplasmic translation
NGJCOJPH_00934	transposase	39	8.67331E-13	F:GO:0000166 F:nucleotide binding; C:GO:0000785 C:chromatin; C:GO:0000932 C:P-body; P:GO:0001403 P:invasive growth in response to glucose limitation; F:GO:0003677 F:DNA binding; F:GO:0004672 F:protein kinase activity; F:GO:0004674 F:protein serine/threonine kinase activity; F:GO:0004679 F:AMP-activated protein kinase activity; F:GO:0004691 F:cAMP-dependent protein kinase activity; F:GO:0004803 F:transposase activity; F:GO:0005515 F:protein binding; F:GO:0005524 F:ATP binding; C:GO:0005634 C:nucleus; C:GO:0005829 C:cytosol; C:GO:0005952 C:cAMP-dependent protein kinase complex; P:GO:0006313 P:transposition, DNA-mediated; P:GO:0006468 P:protein phosphorylation; P:GO:0007265 P:Ras protein signal transduction; P:GO:0010607 P:negative regulation of cytoplasmic mRNA processing body assembly; P:GO:0010737 P:protein kinase A signaling; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0016740 F:transferase activity; F:GO:0031369 F:translation initiation factor binding; P:GO:2000766 P:negative regulation of cytoplasmic translation
NGJCOJPH_00752	HAMP domain-containing protein	719	0.0	F:GO:0000155 F:phosphorelay sensor kinase activity; P:GO:0000160 P:phosphorelay signal transduction system; F:GO:0004673 F:protein histidine kinase activity; P:GO:0007165 P:signal transduction; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0016740 F:transferase activity; F:GO:0016772 F:transferase activity, transferring phosphorus-containing groups; P:GO:0018106 P:peptidyl-histidine phosphorylation; P:GO:0051716 P:cellular response to stimulus
NGJCOJPH_00847	HAMP domain-containing protein	615	0.0	F:GO:0000155 F:phosphorelay sensor kinase activity; P:GO:0000160 P:phosphorelay signal transduction system; F:GO:0004673 F:protein histidine kinase activity; P:GO:0007165 P:signal transduction; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0016740 F:transferase activity; F:GO:0016772 F:transferase activity, transferring phosphorus-containing groups; P:GO:0018106 P:peptidyl-histidine phosphorylation; P:GO:0051716 P:cellular response to stimulus
NGJCOJPH_01471	GAF domain-containing protein	494	0.0	F:GO:0000155 F:phosphorelay sensor kinase activity; P:GO:0000160 P:phosphorelay signal transduction system; F:GO:0000166 F:nucleotide binding; F:GO:0004673 F:protein histidine kinase activity; F:GO:0005524 F:ATP binding; C:GO:0005886 C:plasma membrane; C:GO:0016020 C:membrane; C:GO:0016021 C:integral component of membrane; F:GO:0016301 F:kinase activity; P:GO:0016310 P:phosphorylation; F:GO:0016740 F:transferase activity; P:GO:0018106 P:peptidyl-histidine phosphorylation; F:GO:0046983 F:protein dimerization activity
NGJCOJPH_00714	tRNA dihydrouridine(20/20a) synthase DusA	309	0.0	F:GO:0000049 F:tRNA binding; P:GO:0002943 P:tRNA dihydrouridine synthesis; F:GO:0003723 F:RNA binding; P:GO:0008033 P:tRNA processing; F:GO:0010181 F:FMN binding; F:GO:0016491 F:oxidoreductase activity; F:GO:0017150 F:tRNA dihydrouridine synthase activity; F:GO:0050660 F:flavin adenine dinucleotide binding; F:GO:0102264 F:tRNA-dihydrouridine20 synthase activity
NGJCOJPH_01371	ribonuclease P protein component	113	8.94674E-70	F:GO:0000049 F:tRNA binding; P:GO:0001682 P:tRNA 5'-leader removal; F:GO:0003723 F:RNA binding; F:GO:0004518 F:nuclease activity; F:GO:0004519 F:endonuclease activity; F:GO:0004526 F:ribonuclease P activity; P:GO:0008033 P:tRNA processing; F:GO:0016787 F:hydrolase activity; P:GO:0090305 P:nucleic acid phosphodiester bond hydrolysis; P:GO:0090501 P:RNA phosphodiester bond hydrolysis; P:GO:0090502 P:RNA phosphodiester bond hydrolysis, endonucleolytic
NGJCOJPH_00020	LSU ribosomal protein L1p (L10Ae)	231	2.32757E-159	F:GO:0000049 F:tRNA binding; F:GO:0003723 F:RNA binding; F:GO:0003735 F:structural constituent of ribosome; C:GO:0005840 C:ribosome; P:GO:0006412 P:translation; P:GO:0006417 P:regulation of translation; C:GO:0015934 C:large ribosomal subunit; F:GO:0019843 F:rRNA binding; C:GO:1990904 C:ribonucleoprotein complex
NGJCOJPH_01117	50S ribosomal protein L5	179	1.81907E-126	F:GO:0000049 F:tRNA binding; F:GO:0003723 F:RNA binding; F:GO:0003735 F:structural constituent of ribosome; C:GO:0005840 C:ribosome; P:GO:0006412 P:translation; F:GO:0019843 F:rRNA binding; C:GO:1990904 C:ribonucleoprotein complex
NGJCOJPH_01122	50S ribosomal protein L16	136	3.48508E-91	F:GO:0000049 F:tRNA binding; F:GO:0003723 F:RNA binding; F:GO:0003735 F:structural constituent of ribosome; C:GO:0005840 C:ribosome; P:GO:0006412 P:translation; F:GO:0019843 F:rRNA binding; C:GO:1990904 C:ribonucleoprotein complex
NGJCOJPH_01130	30S ribosomal protein S10	103	9.71613E-68	F:GO:0000049 F:tRNA binding; F:GO:0003723 F:RNA binding; F:GO:0003735 F:structural constituent of ribosome; C:GO:0005840 C:ribosome; P:GO:0006412 P:translation; C:GO:1990904 C:ribonucleoprotein complex
NGJCOJPH_01133	30S ribosomal protein S7	155	1.40311E-107	F:GO:0000049 F:tRNA binding; F:GO:0003723 F:RNA binding; F:GO:0003735 F:structural constituent of ribosome; C:GO:0005840 C:ribosome; P:GO:0006412 P:translation; C:GO:0015935 C:small ribosomal subunit; F:GO:0019843 F:rRNA binding; C:GO:1990904 C:ribonucleoprotein complex
NGJCOJPH_01134	30S ribosomal protein S12	124	1.60012E-83	F:GO:0000049 F:tRNA binding; F:GO:0003723 F:RNA binding; F:GO:0003735 F:structural constituent of ribosome; C:GO:0005840 C:ribosome; P:GO:0006412 P:translation; C:GO:0015935 C:small ribosomal subunit; F:GO:0019843 F:rRNA binding; C:GO:1990904 C:ribonucleoprotein complex
NGJCOJPH_01107	30S ribosomal protein S13	117	7.6048E-73	F:GO:0000049 F:tRNA binding; F:GO:0003676 F:nucleic acid binding; F:GO:0003723 F:RNA binding; F:GO:0003735 F:structural constituent of ribosome; C:GO:0005840 C:ribosome; P:GO:0006412 P:translation; F:GO:0019843 F:rRNA binding; C:GO:1990904 C:ribonucleoprotein complex
NGJCOJPH_00388	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	356	0.0	F:GO:0000049 F:tRNA binding; F:GO:0002935 F:tRNA (adenine-C2-)-methyltransferase activity; F:GO:0003824 F:catalytic activity; C:GO:0005737 C:cytoplasm; P:GO:0006364 P:rRNA processing; P:GO:0008033 P:tRNA processing; F:GO:0008168 F:methyltransferase activity; F:GO:0008173 F:RNA methyltransferase activity; F:GO:0016740 F:transferase activity; F:GO:0019843 F:rRNA binding; P:GO:0030488 P:tRNA methylation; P:GO:0032259 P:methylation; F:GO:0046872 F:metal ion binding; F:GO:0051536 F:iron-sulfur cluster binding; F:GO:0051539 F:4 iron, 4 sulfur cluster binding; F:GO:0070040 F:rRNA (adenine-C2-)-methyltransferase activity; P:GO:0070475 P:rRNA base methylation
NGJCOJPH_00144	D-tyrosyl-tRNA(Tyr) deacylase	145	1.45829E-82	F:GO:0000049 F:tRNA binding; F:GO:0002161 F:aminoacyl-tRNA editing activity; F:GO:0003723 F:RNA binding; C:GO:0005737 C:cytoplasm; F:GO:0016787 F:hydrolase activity; F:GO:0016788 F:hydrolase activity, acting on ester bonds; P:GO:0019478 P:D-amino acid catabolic process; F:GO:0043908 F:Ser(Gly)-tRNA(Ala) hydrolase activity; F:GO:0051499 F:D-aminoacyl-tRNA deacylase activity; F:GO:0106026 F:Gly-tRNA(Ala) hydrolase activity; P:GO:0106074 P:aminoacyl-tRNA metabolism involved in translational fidelity
NGJCOJPH_00679	glutamate--tRNA ligase	454	0.0	F:GO:0000049 F:tRNA binding; F:GO:0000166 F:nucleotide binding; F:GO:0004812 F:aminoacyl-tRNA ligase activity; F:GO:0004818 F:glutamate-tRNA ligase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006412 P:translation; P:GO:0006418 P:tRNA aminoacylation for protein translation; P:GO:0006424 P:glutamyl-tRNA aminoacylation; F:GO:0008270 F:zinc ion binding; F:GO:0016874 F:ligase activity; P:GO:0043039 P:tRNA aminoacylation; F:GO:0046872 F:metal ion binding
NGJCOJPH_00107	tRNA 2-thiouridine(34) synthase MnmA	363	0.0	F:GO:0000049 F:tRNA binding; F:GO:0000166 F:nucleotide binding; F:GO:0003723 F:RNA binding; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006400 P:tRNA modification; P:GO:0008033 P:tRNA processing; F:GO:0008168 F:methyltransferase activity; F:GO:0016740 F:transferase activity; F:GO:0016783 F:sulfurtransferase activity; P:GO:0032259 P:methylation
NGJCOJPH_00260	threonine--tRNA ligase	638	0.0	F:GO:0000049 F:tRNA binding; F:GO:0000166 F:nucleotide binding; F:GO:0003723 F:RNA binding; F:GO:0004812 F:aminoacyl-tRNA ligase activity; F:GO:0004829 F:threonine-tRNA ligase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006412 P:translation; P:GO:0006418 P:tRNA aminoacylation for protein translation; P:GO:0006435 P:threonyl-tRNA aminoacylation; F:GO:0016874 F:ligase activity; P:GO:0043039 P:tRNA aminoacylation; F:GO:0046872 F:metal ion binding
NGJCOJPH_00327	methionine--tRNA ligase	667	0.0	F:GO:0000049 F:tRNA binding; F:GO:0000166 F:nucleotide binding; F:GO:0003723 F:RNA binding; F:GO:0004812 F:aminoacyl-tRNA ligase activity; F:GO:0004825 F:methionine-tRNA ligase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006412 P:translation; P:GO:0006418 P:tRNA aminoacylation for protein translation; P:GO:0006431 P:methionyl-tRNA aminoacylation; F:GO:0016874 F:ligase activity; F:GO:0046872 F:metal ion binding
NGJCOJPH_01086	alanine--tRNA ligase	865	0.0	F:GO:0000049 F:tRNA binding; F:GO:0000166 F:nucleotide binding; F:GO:0003676 F:nucleic acid binding; F:GO:0003723 F:RNA binding; F:GO:0004812 F:aminoacyl-tRNA ligase activity; F:GO:0004813 F:alanine-tRNA ligase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006412 P:translation; P:GO:0006419 P:alanyl-tRNA aminoacylation; F:GO:0008270 F:zinc ion binding; F:GO:0016874 F:ligase activity; P:GO:0043039 P:tRNA aminoacylation; F:GO:0046872 F:metal ion binding
NGJCOJPH_00773	Isoleucyl-tRNA synthetase (EC 6.1.1.5)	922	0.0	F:GO:0000049 F:tRNA binding; F:GO:0000166 F:nucleotide binding; F:GO:0002161 F:aminoacyl-tRNA editing activity; F:GO:0004812 F:aminoacyl-tRNA ligase activity; F:GO:0004822 F:isoleucine-tRNA ligase activity; F:GO:0005524 F:ATP binding; C:GO:0005737 C:cytoplasm; P:GO:0006412 P:translation; P:GO:0006418 P:tRNA aminoacylation for protein translation; P:GO:0006428 P:isoleucyl-tRNA aminoacylation; F:GO:0008270 F:zinc ion binding; F:GO:0016874 F:ligase activity; F:GO:0046872 F:metal ion binding; P:GO:0106074 P:aminoacyl-tRNA metabolism involved in translational fidelity
