transcript_id	gene_id	length	effective_length	expected_count	TPM	FPKM	IsoPct
TRINITY_DN44144_c0_g1_i1	TRINITY_DN44144_c0_g1_i1	377	144.87	4.00	11.29	7.77	100.00
TRINITY_DN44155_c0_g2_i1	TRINITY_DN44155_c0_g2_i1	1608	1375.36	29.00	8.63	5.93	100.00
TRINITY_DN4415_c0_g4_i1	TRINITY_DN4415_c0_g4_i1	708	475.37	68.00	58.52	40.24	100.00
TRINITY_DN4415_c4_g1_i2	TRINITY_DN4415_c4_g1_i2	3042	2809.36	105.00	15.29	10.52	100.00
TRINITY_DN4415_c5_g1_i1	TRINITY_DN4415_c5_g1_i1	422	189.65	12.00	25.88	17.80	100.00
TRINITY_DN44160_c0_g1_i1	TRINITY_DN44160_c0_g1_i1	967	734.36	14.00	7.80	5.36	100.00
TRINITY_DN44169_c1_g1_i1	TRINITY_DN44169_c1_g1_i1	622	389.39	11.00	11.56	7.95	100.00
TRINITY_DN44176_c0_g1_i2	TRINITY_DN44176_c0_g1_i2	618	385.40	65.00	68.99	47.45	100.00
TRINITY_DN44178_c0_g2_i1	TRINITY_DN44178_c0_g2_i1	472	239.54	3.00	5.12	3.52	100.00
TRINITY_DN4417_c3_g1_i2	TRINITY_DN4417_c3_g1_i2	313	82.18	0.00	0.00	0.00	0.00
TRINITY_DN44193_c0_g1_i2	TRINITY_DN44193_c0_g1_i2	682	449.37	5.00	4.55	3.13	100.00
TRINITY_DN44194_c0_g1_i1	TRINITY_DN44194_c0_g1_i1	722	489.37	7.00	5.85	4.02	100.00
TRINITY_DN441_c0_g1_i2	TRINITY_DN441_c0_g1_i2	2145	1912.36	468.00	100.11	68.85	100.00
TRINITY_DN441_c2_g2_i1	TRINITY_DN441_c2_g2_i1	500	267.50	29.00	44.35	30.50	100.00
TRINITY_DN44204_c0_g1_i1	TRINITY_DN44204_c0_g1_i1	348	116.19	2.00	7.04	4.84	100.00
TRINITY_DN4420_c10_g1_i1	TRINITY_DN4420_c10_g1_i1	683	450.37	9.00	8.17	5.62	100.00
TRINITY_DN44215_c1_g3_i1	TRINITY_DN44215_c1_g3_i1	298	68.10	0.00	0.00	0.00	0.00
TRINITY_DN4422_c7_g1_i1	TRINITY_DN4422_c7_g1_i1	1056	823.36	28.00	13.91	9.57	100.00
TRINITY_DN44232_c0_g1_i3	TRINITY_DN44232_c0_g1_i3	2624	2391.36	110.00	18.82	12.94	100.00
TRINITY_DN4424_c0_g1_i3	TRINITY_DN4424_c0_g1_i3	2541	2308.36	323.00	57.24	39.37	100.00
TRINITY_DN4424_c3_g1_i1	TRINITY_DN4424_c3_g1_i1	732	499.37	9.00	7.37	5.07	100.00
TRINITY_DN44259_c0_g2_i1	TRINITY_DN44259_c0_g2_i1	1856	1623.36	77.00	19.40	13.34	100.00
TRINITY_DN4425_c0_g1_i13	TRINITY_DN4425_c0_g1_i13	3719	3486.36	105.00	12.32	8.47	100.00
TRINITY_DN44266_c0_g1_i2	TRINITY_DN44266_c0_g1_i2	859	626.36	6.00	3.92	2.69	100.00
TRINITY_DN44268_c0_g1_i1	TRINITY_DN44268_c0_g1_i1	715	482.37	14.00	11.87	8.17	100.00
TRINITY_DN4426_c0_g1_i7	TRINITY_DN4426_c0_g1_i7	2111	1878.36	52.00	11.32	7.79	100.00
TRINITY_DN4426_c0_g2_i1	TRINITY_DN4426_c0_g2_i1	1690	1457.36	48.00	13.47	9.27	100.00
TRINITY_DN4426_c1_g1_i1	TRINITY_DN4426_c1_g1_i1	809	576.36	12.00	8.52	5.86	100.00
TRINITY_DN44275_c0_g1_i8	TRINITY_DN44275_c0_g1_i8	432	199.62	1.00	2.05	1.41	100.00
TRINITY_DN44276_c0_g1_i1	TRINITY_DN44276_c0_g1_i1	579	346.42	9.00	10.63	7.31	100.00
TRINITY_DN44281_c0_g1_i3	TRINITY_DN44281_c0_g1_i3	482	249.52	0.00	0.00	0.00	0.00
TRINITY_DN44288_c0_g3_i1	TRINITY_DN44288_c0_g3_i1	848	615.36	12.00	7.98	5.49	100.00
TRINITY_DN44291_c0_g1_i8	TRINITY_DN44291_c0_g1_i8	1689	1456.36	39.00	10.95	7.53	100.00
TRINITY_DN44294_c0_g1_i1	TRINITY_DN44294_c0_g1_i1	837	604.36	11.00	7.45	5.12	100.00
TRINITY_DN44296_c0_g1_i1	TRINITY_DN44296_c0_g1_i1	347	115.20	2.00	7.10	4.88	100.00
TRINITY_DN44300_c0_g1_i1	TRINITY_DN44300_c0_g1_i1	617	384.40	24.00	25.54	17.57	100.00
TRINITY_DN44308_c0_g1_i2	TRINITY_DN44308_c0_g1_i2	2389	2156.36	179.00	33.96	23.35	100.00
TRINITY_DN44310_c0_g1_i1	TRINITY_DN44310_c0_g1_i1	843	610.36	15.00	10.05	6.91	100.00
TRINITY_DN44321_c4_g1_i1	TRINITY_DN44321_c4_g1_i1	664	431.38	5.00	4.74	3.26	100.00
TRINITY_DN44337_c0_g1_i5	TRINITY_DN44337_c0_g1_i5	429	196.63	2.00	4.16	2.86	100.00
TRINITY_DN44342_c2_g2_i1	TRINITY_DN44342_c2_g2_i1	587	354.41	8.00	9.23	6.35	100.00
TRINITY_DN44349_c0_g1_i10	TRINITY_DN44349_c0_g1_i10	2790	2557.36	64.00	10.24	7.04	100.00
TRINITY_DN4434_c0_g1_i9	TRINITY_DN4434_c0_g1_i9	1832	1599.36	71.00	18.16	12.49	100.00
TRINITY_DN44365_c0_g1_i5	TRINITY_DN44365_c0_g1_i5	2079	1846.36	231.00	51.18	35.20	100.00
TRINITY_DN44367_c0_g1_i2	TRINITY_DN44367_c0_g1_i2	934	701.36	12.00	7.00	4.81	100.00
TRINITY_DN44370_c0_g1_i1	TRINITY_DN44370_c0_g1_i1	551	318.44	0.00	0.00	0.00	0.00
TRINITY_DN44379_c1_g1_i1	TRINITY_DN44379_c1_g1_i1	552	319.44	0.00	0.00	0.00	0.00
TRINITY_DN4437_c1_g1_i2	TRINITY_DN4437_c1_g1_i2	1415	1182.36	26.00	9.00	6.19	100.00
TRINITY_DN44381_c0_g1_i1	TRINITY_DN44381_c0_g1_i1	648	415.38	6.00	5.91	4.06	100.00
TRINITY_DN44384_c2_g1_i1	TRINITY_DN44384_c2_g1_i1	554	321.44	4.00	5.09	3.50	100.00
TRINITY_DN44386_c0_g1_i1	TRINITY_DN44386_c0_g1_i1	796	563.36	6.00	4.36	3.00	100.00
TRINITY_DN44386_c0_g2_i1	TRINITY_DN44386_c0_g2_i1	1172	939.36	23.00	10.02	6.89	100.00
TRINITY_DN44388_c1_g1_i9	TRINITY_DN44388_c1_g1_i9	1644	1411.36	68.00	19.71	13.55	100.00
TRINITY_DN4438_c0_g5_i1	TRINITY_DN4438_c0_g5_i1	3624	3391.36	169.00	20.38	14.02	100.00
TRINITY_DN443_c0_g1_i8	TRINITY_DN443_c0_g1_i8	1739	1506.36	202.00	54.85	37.73	100.00
TRINITY_DN44405_c0_g1_i1	TRINITY_DN44405_c0_g1_i1	611	378.40	10.00	10.81	7.43	100.00
TRINITY_DN44406_c0_g1_i1	TRINITY_DN44406_c0_g1_i1	1125	892.36	8.00	3.67	2.52	100.00
TRINITY_DN4440_c0_g1_i1	TRINITY_DN4440_c0_g1_i1	2996	2763.36	139.00	20.58	14.15	100.00
TRINITY_DN4440_c8_g1_i1	TRINITY_DN4440_c8_g1_i1	2169	1936.36	76.00	16.06	11.04	100.00
TRINITY_DN44415_c0_g1_i1	TRINITY_DN44415_c0_g1_i1	320	88.89	2.00	9.20	6.33	100.00
TRINITY_DN4442_c10_g1_i1	TRINITY_DN4442_c10_g1_i1	1222	989.36	63.00	26.05	17.91	100.00
TRINITY_DN4442_c3_g1_i2	TRINITY_DN4442_c3_g1_i2	1680	1447.36	48.00	13.57	9.33	100.00
TRINITY_DN44431_c0_g1_i11	TRINITY_DN44431_c0_g1_i11	3759	3526.36	283.00	32.83	22.58	100.00
TRINITY_DN44440_c0_g2_i1	TRINITY_DN44440_c0_g2_i1	312	81.23	0.00	0.00	0.00	0.00
TRINITY_DN44440_c1_g1_i1	TRINITY_DN44440_c1_g1_i1	1101	868.36	53.00	24.97	17.17	100.00
TRINITY_DN44442_c0_g1_i1	TRINITY_DN44442_c0_g1_i1	1428	1195.36	70.00	23.95	16.48	100.00
TRINITY_DN44447_c1_g1_i1	TRINITY_DN44447_c1_g1_i1	927	694.36	19.00	11.19	7.70	100.00
TRINITY_DN44454_c0_g1_i2	TRINITY_DN44454_c0_g1_i2	3835	3602.36	230.00	26.12	17.96	100.00
TRINITY_DN44454_c0_g2_i8	TRINITY_DN44454_c0_g2_i8	5827	5594.36	562.00	41.09	28.26	100.00
TRINITY_DN44454_c4_g1_i1	TRINITY_DN44454_c4_g1_i1	427	194.64	4.00	8.41	5.78	100.00
TRINITY_DN4445_c0_g1_i7	TRINITY_DN4445_c0_g1_i7	507	274.49	4.00	5.96	4.10	100.00
TRINITY_DN44470_c0_g2_i1	TRINITY_DN44470_c0_g2_i1	1050	817.36	11.00	5.51	3.79	100.00
TRINITY_DN44474_c0_g1_i30	TRINITY_DN44474_c0_g1_i30	3244	3011.36	1957.00	265.84	182.83	100.00
TRINITY_DN4447_c3_g1_i1	TRINITY_DN4447_c3_g1_i1	1412	1179.36	79.00	27.40	18.85	100.00
TRINITY_DN44480_c0_g1_i1	TRINITY_DN44480_c0_g1_i1	368	135.94	0.00	0.00	0.00	0.00
TRINITY_DN44483_c2_g1_i1	TRINITY_DN44483_c2_g1_i1	794	561.36	13.00	9.47	6.52	100.00
TRINITY_DN44483_c3_g1_i1	TRINITY_DN44483_c3_g1_i1	664	431.38	14.00	13.28	9.13	100.00
TRINITY_DN44486_c0_g1_i1	TRINITY_DN44486_c0_g1_i1	385	152.81	3.00	8.03	5.52	100.00
TRINITY_DN44487_c0_g2_i1	TRINITY_DN44487_c0_g2_i1	611	378.40	11.00	11.89	8.18	100.00
TRINITY_DN4448_c0_g1_i1	TRINITY_DN4448_c0_g1_i1	754	521.37	4.00	3.14	2.16	100.00
TRINITY_DN44504_c2_g1_i1	TRINITY_DN44504_c2_g1_i1	546	313.45	5.00	6.53	4.49	100.00
TRINITY_DN44511_c0_g1_i1	TRINITY_DN44511_c0_g1_i1	568	335.43	11.00	13.41	9.23	100.00
TRINITY_DN44520_c0_g1_i2	TRINITY_DN44520_c0_g1_i2	367	134.95	5.00	15.16	10.42	100.00
TRINITY_DN44524_c0_g1_i3	TRINITY_DN44524_c0_g1_i3	1225	992.36	13.00	5.36	3.69	100.00
TRINITY_DN44532_c0_g1_i1	TRINITY_DN44532_c0_g1_i1	786	553.36	10.00	7.39	5.08	100.00
TRINITY_DN44533_c0_g1_i2	TRINITY_DN44533_c0_g1_i2	659	426.38	9.00	8.63	5.94	100.00
TRINITY_DN4453_c0_g2_i2	TRINITY_DN4453_c0_g2_i2	2351	2118.36	183.00	35.34	24.30	100.00
TRINITY_DN44541_c0_g1_i2	TRINITY_DN44541_c0_g1_i2	890	657.36	17.00	10.58	7.28	100.00
TRINITY_DN44542_c0_g1_i4	TRINITY_DN44542_c0_g1_i4	542	309.45	6.00	7.93	5.45	100.00
TRINITY_DN44544_c1_g1_i2	TRINITY_DN44544_c1_g1_i2	1358	1125.36	26.00	9.45	6.50	100.00
TRINITY_DN44545_c0_g1_i6	TRINITY_DN44545_c0_g1_i6	2283	2050.36	105.00	20.95	14.41	100.00
TRINITY_DN4454_c0_g1_i16	TRINITY_DN4454_c0_g1_i16	1885	1652.36	258.00	63.87	43.93	100.00
TRINITY_DN4454_c5_g1_i11	TRINITY_DN4454_c5_g1_i11	1735	1502.36	174.00	47.38	32.58	100.00
TRINITY_DN44562_c0_g1_i1	TRINITY_DN44562_c0_g1_i1	651	418.38	7.00	6.84	4.71	100.00
TRINITY_DN44564_c1_g1_i8	TRINITY_DN44564_c1_g1_i8	456	223.57	0.00	0.00	0.00	0.00
TRINITY_DN4456_c0_g1_i17	TRINITY_DN4456_c0_g1_i17	464	231.55	3.00	5.30	3.65	100.00
TRINITY_DN4457_c0_g1_i1	TRINITY_DN4457_c0_g1_i1	1111	878.36	35.00	16.30	11.21	100.00
TRINITY_DN44581_c1_g1_i4	TRINITY_DN44581_c1_g1_i4	1136	903.36	61.00	27.62	19.00	100.00
TRINITY_DN44587_c0_g1_i2	TRINITY_DN44587_c0_g1_i2	1868	1635.36	27.00	6.75	4.64	100.00
TRINITY_DN44589_c0_g1_i7	TRINITY_DN44589_c0_g1_i7	555	322.44	22.00	27.91	19.20	100.00
TRINITY_DN44591_c0_g1_i4	TRINITY_DN44591_c0_g1_i4	1607	1374.36	31.00	9.23	6.35	100.00
TRINITY_DN445_c24_g1_i1	TRINITY_DN445_c24_g1_i1	301	70.88	0.00	0.00	0.00	0.00
TRINITY_DN445_c6_g1_i1	TRINITY_DN445_c6_g1_i1	381	148.84	0.00	0.00	0.00	0.00
TRINITY_DN4460_c1_g1_i10	TRINITY_DN4460_c1_g1_i10	558	325.43	5.00	6.28	4.32	100.00
TRINITY_DN44610_c0_g1_i1	TRINITY_DN44610_c0_g1_i1	795	562.36	9.00	6.55	4.50	100.00
TRINITY_DN4461_c0_g1_i5	TRINITY_DN4461_c0_g1_i5	440	207.60	2.00	3.94	2.71	100.00
TRINITY_DN44620_c0_g1_i1	TRINITY_DN44620_c0_g1_i1	1537	1304.36	50.00	15.68	10.78	100.00
TRINITY_DN44628_c0_g2_i1	TRINITY_DN44628_c0_g2_i1	465	232.55	5.00	8.80	6.05	100.00
TRINITY_DN44642_c0_g1_i4	TRINITY_DN44642_c0_g1_i4	1807	1574.36	39.00	10.13	6.97	100.00
TRINITY_DN44642_c2_g2_i1	TRINITY_DN44642_c2_g2_i1	1158	925.36	18.00	7.96	5.47	100.00
TRINITY_DN44643_c0_g1_i5	TRINITY_DN44643_c0_g1_i5	3414	3181.36	124.00	15.94	10.97	100.00
TRINITY_DN44643_c2_g1_i1	TRINITY_DN44643_c2_g1_i1	524	291.47	6.00	8.42	5.79	100.00
TRINITY_DN44644_c0_g1_i3	TRINITY_DN44644_c0_g1_i3	491	258.51	7.00	11.08	7.62	100.00
TRINITY_DN44647_c0_g1_i1	TRINITY_DN44647_c0_g1_i1	902	669.36	12.00	7.33	5.04	100.00
TRINITY_DN44657_c1_g1_i2	TRINITY_DN44657_c1_g1_i2	1731	1498.36	83.00	22.66	15.58	100.00
TRINITY_DN44666_c0_g1_i2	TRINITY_DN44666_c0_g1_i2	1595	1362.36	122.00	36.63	25.19	100.00
TRINITY_DN44670_c0_g1_i1	TRINITY_DN44670_c0_g1_i1	1078	845.36	14.00	6.77	4.66	100.00
TRINITY_DN44673_c0_g1_i4	TRINITY_DN44673_c0_g1_i4	369	136.93	4.00	11.95	8.22	100.00
TRINITY_DN44679_c0_g2_i2	TRINITY_DN44679_c0_g2_i2	800	567.36	8.00	5.77	3.97	100.00
TRINITY_DN44679_c0_g3_i2	TRINITY_DN44679_c0_g3_i2	938	705.36	15.00	8.70	5.98	100.00
TRINITY_DN4467_c1_g1_i3	TRINITY_DN4467_c1_g1_i3	806	573.36	14.00	9.99	6.87	100.00
TRINITY_DN44681_c0_g1_i1	TRINITY_DN44681_c0_g1_i1	333	101.49	3.00	12.09	8.32	100.00
TRINITY_DN44681_c1_g1_i1	TRINITY_DN44681_c1_g1_i1	323	91.78	0.00	0.00	0.00	0.00
TRINITY_DN44684_c0_g1_i2	TRINITY_DN44684_c0_g1_i2	776	543.36	30.00	22.58	15.53	100.00
TRINITY_DN44688_c0_g1_i4	TRINITY_DN44688_c0_g1_i4	2415	2182.36	39.00	7.31	5.03	100.00
TRINITY_DN4468_c0_g1_i5	TRINITY_DN4468_c0_g1_i5	617	384.40	7.00	7.45	5.12	100.00
TRINITY_DN44690_c0_g1_i1	TRINITY_DN44690_c0_g1_i1	651	418.38	16.00	15.64	10.76	100.00
TRINITY_DN44693_c1_g2_i1	TRINITY_DN44693_c1_g2_i1	300	69.95	5.00	29.24	20.11	100.00
TRINITY_DN44694_c0_g1_i2	TRINITY_DN44694_c0_g1_i2	525	292.47	2.00	2.80	1.92	100.00
TRINITY_DN4469_c0_g2_i4	TRINITY_DN4469_c0_g2_i4	4801	4568.36	207.00	18.54	12.75	100.00
TRINITY_DN446_c1_g1_i8	TRINITY_DN446_c1_g1_i8	2377	2144.36	1998.00	381.14	262.13	100.00
TRINITY_DN446_c4_g1_i29	TRINITY_DN446_c4_g1_i29	2149	1916.36	61.00	13.02	8.96	100.00
TRINITY_DN44702_c0_g1_i12	TRINITY_DN44702_c0_g1_i12	2279	2046.36	109.00	21.79	14.99	100.00
TRINITY_DN4470_c2_g3_i1	TRINITY_DN4470_c2_g3_i1	1321	1088.36	23.00	8.64	5.95	100.00
TRINITY_DN44719_c0_g1_i5	TRINITY_DN44719_c0_g1_i5	945	712.36	26.00	14.93	10.27	100.00
TRINITY_DN4471_c0_g1_i20	TRINITY_DN4471_c0_g1_i20	4066	3833.36	197.00	21.02	14.46	100.00
TRINITY_DN44720_c0_g2_i4	TRINITY_DN44720_c0_g2_i4	769	536.36	10.00	7.63	5.25	100.00
TRINITY_DN44727_c0_g1_i4	TRINITY_DN44727_c0_g1_i4	1139	906.36	15.00	6.77	4.66	100.00
TRINITY_DN4472_c0_g1_i8	TRINITY_DN4472_c0_g1_i8	1252	1019.36	79.00	31.70	21.80	100.00
TRINITY_DN4472_c3_g1_i2	TRINITY_DN4472_c3_g1_i2	616	383.40	3.00	3.20	2.20	100.00
TRINITY_DN44731_c0_g1_i2	TRINITY_DN44731_c0_g1_i2	2434	2201.36	143.00	26.57	18.28	100.00
TRINITY_DN44742_c0_g1_i2	TRINITY_DN44742_c0_g1_i2	1191	958.36	24.00	10.24	7.05	100.00
TRINITY_DN44746_c0_g1_i10	TRINITY_DN44746_c0_g1_i10	10967	10734.36	637.00	24.27	16.70	100.00
TRINITY_DN44746_c0_g2_i3	TRINITY_DN44746_c0_g2_i3	2311	2078.36	139.00	27.36	18.82	100.00
TRINITY_DN44746_c1_g2_i2	TRINITY_DN44746_c1_g2_i2	940	707.36	4.00	2.31	1.59	100.00
TRINITY_DN44751_c1_g2_i1	TRINITY_DN44751_c1_g2_i1	489	256.51	5.00	7.97	5.48	100.00
TRINITY_DN44753_c0_g1_i1	TRINITY_DN44753_c0_g1_i1	649	416.38	53.00	52.07	35.81	100.00
TRINITY_DN4475_c5_g1_i1	TRINITY_DN4475_c5_g1_i1	328	96.62	3.00	12.70	8.74	100.00
TRINITY_DN44762_c0_g1_i1	TRINITY_DN44762_c0_g1_i1	809	576.36	11.00	7.81	5.37	100.00
TRINITY_DN44789_c0_g1_i2	TRINITY_DN44789_c0_g1_i2	1700	1467.36	29.00	8.08	5.56	100.00
TRINITY_DN44793_c0_g2_i2	TRINITY_DN44793_c0_g2_i2	497	264.50	10.00	15.47	10.64	100.00
TRINITY_DN44796_c0_g2_i1	TRINITY_DN44796_c0_g2_i1	436	203.61	3.00	6.03	4.15	100.00
TRINITY_DN447_c18_g1_i1	TRINITY_DN447_c18_g1_i1	1033	800.36	425.00	217.22	149.39	100.00
TRINITY_DN44802_c0_g1_i2	TRINITY_DN44802_c0_g1_i2	663	430.38	7.00	6.65	4.58	100.00
TRINITY_DN44803_c0_g1_i6	TRINITY_DN44803_c0_g1_i6	1892	1659.36	43.00	10.60	7.29	100.00
TRINITY_DN44809_c0_g1_i1	TRINITY_DN44809_c0_g1_i1	831	598.36	11.00	7.52	5.17	100.00
TRINITY_DN44821_c0_g1_i1	TRINITY_DN44821_c0_g1_i1	909	676.36	14.00	8.47	5.82	100.00
TRINITY_DN44823_c0_g1_i1	TRINITY_DN44823_c0_g1_i1	326	94.68	1.00	4.32	2.97	100.00
TRINITY_DN44829_c0_g1_i1	TRINITY_DN44829_c0_g1_i1	911	678.36	18.00	10.85	7.47	100.00
TRINITY_DN4482_c0_g1_i3	TRINITY_DN4482_c0_g1_i3	516	283.48	4.00	5.77	3.97	100.00
TRINITY_DN44836_c1_g1_i1	TRINITY_DN44836_c1_g1_i1	1056	823.36	42.00	20.87	14.35	100.00
TRINITY_DN44836_c8_g1_i1	TRINITY_DN44836_c8_g1_i1	397	164.75	3.00	7.45	5.12	100.00
TRINITY_DN44839_c0_g2_i1	TRINITY_DN44839_c0_g2_i1	717	484.37	14.00	11.82	8.13	100.00
TRINITY_DN4483_c0_g1_i13	TRINITY_DN4483_c0_g1_i13	2517	2284.36	141.00	25.25	17.37	100.00
TRINITY_DN4484_c0_g1_i11	TRINITY_DN4484_c0_g1_i11	1112	879.36	62.00	28.84	19.84	100.00
TRINITY_DN44854_c0_g1_i2	TRINITY_DN44854_c0_g1_i2	2718	2485.36	118.00	19.42	13.36	100.00
TRINITY_DN44866_c1_g1_i1	TRINITY_DN44866_c1_g1_i1	1074	841.36	55.00	26.74	18.39	100.00
TRINITY_DN44871_c1_g1_i1	TRINITY_DN44871_c1_g1_i1	1394	1161.36	152.00	53.54	36.82	100.00
TRINITY_DN44871_c5_g1_i5	TRINITY_DN44871_c5_g1_i5	666	433.37	0.00	0.00	0.00	0.00
TRINITY_DN44873_c0_g1_i2	TRINITY_DN44873_c0_g1_i2	1051	818.36	59.00	29.49	20.28	100.00
TRINITY_DN44874_c0_g1_i1	TRINITY_DN44874_c0_g1_i1	338	106.37	5.00	19.23	13.22	100.00
TRINITY_DN44880_c0_g1_i2	TRINITY_DN44880_c0_g1_i2	305	74.62	2.00	10.96	7.54	100.00
TRINITY_DN44881_c0_g1_i2	TRINITY_DN44881_c0_g1_i2	2009	1776.36	101.00	23.26	16.00	100.00
TRINITY_DN44884_c0_g1_i2	TRINITY_DN44884_c0_g1_i2	1592	1359.36	25.00	7.52	5.17	100.00
TRINITY_DN4488_c1_g1_i1	TRINITY_DN4488_c1_g1_i1	301	70.88	34.00	196.22	134.95	100.00
TRINITY_DN44892_c0_g1_i4	TRINITY_DN44892_c0_g1_i4	2224	1991.36	181.00	37.18	25.57	100.00
TRINITY_DN44892_c1_g1_i1	TRINITY_DN44892_c1_g1_i1	2036	1803.36	58.00	13.16	9.05	100.00
TRINITY_DN44892_c1_g2_i1	TRINITY_DN44892_c1_g2_i1	1110	877.36	35.00	16.32	11.22	100.00
TRINITY_DN44892_c1_g3_i1	TRINITY_DN44892_c1_g3_i1	780	547.36	16.00	11.96	8.22	100.00
TRINITY_DN44893_c0_g1_i1	TRINITY_DN44893_c0_g1_i1	586	353.41	6.00	6.94	4.78	100.00
TRINITY_DN44896_c0_g2_i1	TRINITY_DN44896_c0_g2_i1	635	402.39	3.00	3.05	2.10	100.00
TRINITY_DN448_c0_g1_i2	TRINITY_DN448_c0_g1_i2	3072	2839.36	1426.00	205.44	141.29	100.00
TRINITY_DN44909_c0_g1_i1	TRINITY_DN44909_c0_g1_i1	521	288.47	6.00	8.51	5.85	100.00
TRINITY_DN44914_c3_g1_i1	TRINITY_DN44914_c3_g1_i1	1196	963.36	17.00	7.22	4.96	100.00
TRINITY_DN4491_c0_g1_i3	TRINITY_DN4491_c0_g1_i3	3789	3556.36	360.00	41.41	28.48	100.00
TRINITY_DN44921_c0_g1_i1	TRINITY_DN44921_c0_g1_i1	840	607.36	47.00	31.65	21.77	100.00
TRINITY_DN44923_c0_g1_i13	TRINITY_DN44923_c0_g1_i13	4002	3769.36	255.00	27.67	19.03	100.00
TRINITY_DN44923_c2_g2_i1	TRINITY_DN44923_c2_g2_i1	1964	1731.36	57.00	13.47	9.26	100.00
TRINITY_DN44928_c0_g1_i2	TRINITY_DN44928_c0_g1_i2	784	551.36	11.00	8.16	5.61	100.00
TRINITY_DN44933_c0_g1_i2	TRINITY_DN44933_c0_g1_i2	1461	1228.36	23.00	7.66	5.27	100.00
TRINITY_DN4493_c1_g2_i1	TRINITY_DN4493_c1_g2_i1	1163	930.36	31.00	13.63	9.37	100.00
TRINITY_DN4493_c1_g3_i2	TRINITY_DN4493_c1_g3_i2	720	487.37	13.00	10.91	7.50	100.00
TRINITY_DN44945_c1_g1_i1	TRINITY_DN44945_c1_g1_i1	1603	1370.36	20.00	5.97	4.11	100.00
TRINITY_DN4494_c0_g1_i1	TRINITY_DN4494_c0_g1_i1	323	91.78	11.00	49.03	33.72	100.00
TRINITY_DN44956_c0_g1_i2	TRINITY_DN44956_c0_g1_i2	551	318.44	9.00	11.56	7.95	100.00
TRINITY_DN4495_c0_g1_i1	TRINITY_DN4495_c0_g1_i1	1135	902.36	45.00	20.40	14.03	100.00
TRINITY_DN44960_c0_g1_i4	TRINITY_DN44960_c0_g1_i4	1820	1587.36	71.00	18.30	12.58	100.00
TRINITY_DN44964_c0_g1_i1	TRINITY_DN44964_c0_g1_i1	1528	1295.36	56.00	17.68	12.16	100.00
TRINITY_DN44973_c0_g1_i1	TRINITY_DN44973_c0_g1_i1	910	677.36	7.00	4.23	2.91	100.00
TRINITY_DN44975_c0_g1_i3	TRINITY_DN44975_c0_g1_i3	2931	2698.36	208.00	31.53	21.69	100.00
TRINITY_DN44981_c0_g1_i2	TRINITY_DN44981_c0_g1_i2	799	566.36	6.00	4.33	2.98	100.00
TRINITY_DN44982_c0_g2_i4	TRINITY_DN44982_c0_g2_i4	576	343.42	22.00	26.21	18.02	100.00
TRINITY_DN44984_c0_g2_i1	TRINITY_DN44984_c0_g2_i1	748	515.37	10.00	7.94	5.46	100.00
TRINITY_DN44988_c0_g1_i1	TRINITY_DN44988_c0_g1_i1	309	78.39	2.00	10.44	7.18	100.00
TRINITY_DN44988_c0_g2_i1	TRINITY_DN44988_c0_g2_i1	312	81.23	3.00	15.11	10.39	100.00
TRINITY_DN4498_c2_g2_i1	TRINITY_DN4498_c2_g2_i1	1275	1042.36	178.00	69.85	48.04	100.00
TRINITY_DN44990_c0_g2_i1	TRINITY_DN44990_c0_g2_i1	430	197.63	1.00	2.07	1.42	100.00
TRINITY_DN44991_c0_g1_i2	TRINITY_DN44991_c0_g1_i2	539	306.45	3.00	4.00	2.75	100.00
TRINITY_DN44992_c0_g1_i1	TRINITY_DN44992_c0_g1_i1	1065	832.36	11.00	5.41	3.72	100.00
TRINITY_DN44_c0_g1_i2	TRINITY_DN44_c0_g1_i2	1708	1475.36	887.00	245.93	169.14	100.00
TRINITY_DN45002_c1_g3_i5	TRINITY_DN45002_c1_g3_i5	2369	2136.36	65.00	12.45	8.56	100.00
TRINITY_DN45006_c0_g3_i2	TRINITY_DN45006_c0_g3_i2	2224	1991.36	53.00	10.89	7.49	100.00
TRINITY_DN45009_c0_g1_i4	TRINITY_DN45009_c0_g1_i4	2349	2116.36	116.00	22.42	15.42	100.00
TRINITY_DN45017_c0_g1_i4	TRINITY_DN45017_c0_g1_i4	1921	1688.36	114.00	27.62	19.00	100.00
TRINITY_DN4502_c0_g1_i12	TRINITY_DN4502_c0_g1_i12	994	761.36	9.00	4.84	3.33	100.00
TRINITY_DN45039_c0_g1_i13	TRINITY_DN45039_c0_g1_i13	622	389.39	2.00	2.10	1.45	100.00
TRINITY_DN4503_c0_g1_i3	TRINITY_DN4503_c0_g1_i3	2528	2295.36	374.00	66.65	45.84	100.00
TRINITY_DN4503_c0_g2_i2	TRINITY_DN4503_c0_g2_i2	987	754.36	120.00	65.07	44.75	100.00
TRINITY_DN45045_c0_g1_i1	TRINITY_DN45045_c0_g1_i1	676	443.37	20.00	18.45	12.69	100.00
TRINITY_DN45048_c0_g1_i5	TRINITY_DN45048_c0_g1_i5	1296	1063.36	16.00	6.15	4.23	100.00
TRINITY_DN45049_c0_g1_i20	TRINITY_DN45049_c0_g1_i20	3890	3657.36	168.00	18.79	12.92	100.00
TRINITY_DN45068_c0_g1_i1	TRINITY_DN45068_c0_g1_i1	759	526.37	9.00	6.99	4.81	100.00
