Gene_id	K
TRINITY_DN96239_c0_g1_i1.p1	K15542
TRINITY_DN96247_c0_g1_i1.p1	K24763
TRINITY_DN96251_c0_g1_i1.p1	K14157
TRINITY_DN96266_c0_g1_i1.p1	K10596
TRINITY_DN96271_c0_g1_i1.p1	K23506
TRINITY_DN96283_c0_g1_i1.p1	K24469
TRINITY_DN96293_c0_g1_i1.p1	K10357
TRINITY_DN962_c10_g1_i2.p1	K03968
TRINITY_DN962_c7_g1_i5.p1	K24990
TRINITY_DN96315_c0_g1_i1.p1	K17108
TRINITY_DN96357_c0_g1_i1.p1	K25788
TRINITY_DN96362_c0_g1_i1.p1	K02325
TRINITY_DN96367_c0_g1_i1.p1	K11757
TRINITY_DN9636_c1_g1_i15.p1	K13161
TRINITY_DN96390_c0_g1_i1.p1	K09648
TRINITY_DN9640_c0_g1_i1.p1	K08175
TRINITY_DN96442_c0_g1_i1.p1	K16461
TRINITY_DN9644_c0_g1_i1.p1	K16748
TRINITY_DN96452_c0_g1_i1.p1	K16273
TRINITY_DN96480_c0_g1_i1.p1	K14834
TRINITY_DN96483_c0_g1_i1.p1	K03165
TRINITY_DN96497_c0_g1_i1.p1	K07762
TRINITY_DN96512_c0_g1_i1.p1	K00624
TRINITY_DN9651_c1_g2_i2.p1	K10706
TRINITY_DN96542_c0_g1_i1.p1	K13338
TRINITY_DN96549_c0_g1_i1.p1	K10571
TRINITY_DN9655_c0_g4_i1.p1	K09207
TRINITY_DN96560_c0_g1_i1.p1	K23962
TRINITY_DN9656_c0_g2_i2.p1	K09592
TRINITY_DN96573_c0_g1_i1.p1	K18630
TRINITY_DN96575_c0_g1_i1.p1	K03833
TRINITY_DN96587_c0_g1_i1.p1	K02370
TRINITY_DN96615_c0_g1_i1.p1	K10335
TRINITY_DN96624_c0_g1_i1.p2	K17046
TRINITY_DN96625_c0_g1_i1.p1	K03512
TRINITY_DN96633_c0_g1_i1.p1	K15153
TRINITY_DN9663_c1_g1_i5.p1	K12041
TRINITY_DN96643_c0_g1_i1.p1	K11363
TRINITY_DN96648_c0_g1_i1.p1	K23407
TRINITY_DN96653_c0_g1_i1.p1	K05849
TRINITY_DN96662_c0_g1_i1.p1	K03068
TRINITY_DN96669_c0_g1_i1.p1	K19511
TRINITY_DN96675_c0_g1_i1.p1	K02318
TRINITY_DN96698_c0_g1_i1.p1	K21440
TRINITY_DN966_c1_g1_i9.p1	K18061
TRINITY_DN96708_c0_g1_i1.p1	K13342
TRINITY_DN9671_c2_g1_i3.p1	K02432
TRINITY_DN96755_c0_g1_i1.p1	K04708
TRINITY_DN96767_c0_g1_i1.p1	K12571
TRINITY_DN96807_c1_g1_i1.p2	K02877
TRINITY_DN96840_c0_g1_i1.p1	K12322
TRINITY_DN96884_c0_g1_i1.p1	K16280
TRINITY_DN96908_c0_g1_i1.p1	K19787
TRINITY_DN96912_c0_g1_i2.p1	K03847
TRINITY_DN96915_c0_g1_i1.p1	K25388
TRINITY_DN96924_c0_g1_i1.p1	K02542
TRINITY_DN96936_c0_g1_i1.p2	K05041
TRINITY_DN9693_c0_g3_i1.p1	K08851
TRINITY_DN96942_c0_g1_i1.p1	K20647
TRINITY_DN96977_c0_g1_i1.p1	K09106
TRINITY_DN96978_c0_g1_i1.p1	K12172
TRINITY_DN97019_c0_g1_i1.p1	K24738
TRINITY_DN97033_c0_g1_i1.p1	K18042
TRINITY_DN97043_c0_g1_i1.p1	K25549
TRINITY_DN97055_c0_g1_i1.p1	K16310
TRINITY_DN97091_c0_g1_i2.p1	K02355
TRINITY_DN97093_c0_g1_i1.p1	K15197
TRINITY_DN97103_c0_g1_i1.p1	K00976
TRINITY_DN97104_c0_g1_i1.p1	K14289
TRINITY_DN97111_c0_g1_i2.p1	K10395
TRINITY_DN97133_c0_g1_i1.p1	K09052
TRINITY_DN9715_c0_g2_i2.p1	K04887
TRINITY_DN97178_c0_g1_i1.p1	K12301
TRINITY_DN97185_c0_g1_i1.p1	K01836
TRINITY_DN9718_c0_g2_i2.p1	K05941
TRINITY_DN9718_c0_g2_i2.p1	K25587
TRINITY_DN97282_c0_g1_i1.p1	K18681
TRINITY_DN97290_c0_g1_i1.p1	K00729
TRINITY_DN97304_c0_g1_i1.p1	K15379
TRINITY_DN9734_c0_g1_i7.p1	K12480
TRINITY_DN97358_c0_g1_i1.p1	K05607
TRINITY_DN97413_c0_g1_i2.p1	K14307
TRINITY_DN97433_c0_g1_i1.p1	K11778
TRINITY_DN97444_c0_g1_i1.p1	K19942
TRINITY_DN97465_c0_g1_i1.p1	K21863
TRINITY_DN97495_c0_g1_i1.p1	K10743
TRINITY_DN974_c0_g2_i4.p1	K04565
TRINITY_DN97528_c0_g1_i1.p1	K08175
TRINITY_DN9752_c0_g1_i3.p1	K00911
TRINITY_DN97538_c0_g1_i1.p1	K16470
TRINITY_DN9754_c0_g1_i4.p1	K01908
TRINITY_DN97600_c0_g1_i1.p1	K10408
TRINITY_DN97616_c0_g1_i1.p1	K01202
TRINITY_DN97662_c0_g1_i1.p1	K01872
TRINITY_DN97667_c0_g1_i1.p1	K11643
TRINITY_DN97674_c0_g1_i1.p1	K04601
TRINITY_DN97685_c0_g1_i1.p1	K15146
TRINITY_DN97697_c0_g1_i1.p1	K02178
TRINITY_DN976_c0_g1_i3.p1	K05643
TRINITY_DN97780_c0_g1_i1.p1	K00914
TRINITY_DN97783_c0_g1_i2.p1	K22679
TRINITY_DN9778_c0_g1_i3.p2	K11253
TRINITY_DN97794_c0_g1_i1.p1	K05759
TRINITY_DN97796_c0_g1_i1.p1	K02973
TRINITY_DN97801_c0_g1_i1.p1	K02947
TRINITY_DN97802_c0_g1_i1.p1	K00232
TRINITY_DN97815_c0_g1_i1.p1	K14521
TRINITY_DN97848_c0_g1_i1.p1	K15503
TRINITY_DN97859_c0_g1_i1.p1	K13676
TRINITY_DN97931_c0_g1_i1.p1	K17108
TRINITY_DN9796_c0_g1_i3.p1	K14406
TRINITY_DN9797_c0_g1_i3.p1	K12012
TRINITY_DN98014_c0_g1_i1.p1	K24512
TRINITY_DN98015_c0_g1_i1.p1	K14572
TRINITY_DN98030_c0_g1_i1.p1	K08997
TRINITY_DN98043_c0_g1_i1.p1	K24680
TRINITY_DN98046_c0_g1_i1.p1	K10408
TRINITY_DN98089_c0_g1_i1.p1	K10997
TRINITY_DN98093_c0_g1_i1.p1	K14318
TRINITY_DN98163_c0_g1_i1.p1	K18663
TRINITY_DN98186_c0_g1_i2.p1	K23362
TRINITY_DN98274_c0_g1_i1.p1	K07916
TRINITY_DN98283_c0_g1_i2.p1	K16733
TRINITY_DN9828_c2_g2_i2.p1	K04398
TRINITY_DN9829_c0_g1_i3.p1	K15047
TRINITY_DN98308_c0_g1_i1.p1	K23800
TRINITY_DN98354_c0_g1_i1.p1	K04405
TRINITY_DN9838_c0_g1_i1.p1	K03671
TRINITY_DN98411_c0_g1_i1.p1	K16308
TRINITY_DN98422_c0_g1_i1.p1	K05039
TRINITY_DN9849_c0_g1_i3.p1	K20068
TRINITY_DN98503_c0_g1_i1.p1	K08735
TRINITY_DN98524_c0_g1_i2.p1	K25206
TRINITY_DN98554_c0_g1_i1.p1	K14844
TRINITY_DN9856_c0_g1_i3.p1	K00922
TRINITY_DN98617_c0_g1_i1.p1	K15179
TRINITY_DN98629_c0_g1_i1.p1	K06057
TRINITY_DN98638_c0_g1_i1.p1	K07422
TRINITY_DN98652_c0_g1_i1.p1	K02957
TRINITY_DN9865_c0_g1_i1.p1	K11343
TRINITY_DN98663_c0_g1_i1.p1	K01136
TRINITY_DN986_c0_g3_i1.p1	K01892
TRINITY_DN98728_c0_g1_i1.p1	K13184
TRINITY_DN9872_c1_g2_i1.p1	K09355
TRINITY_DN98747_c0_g1_i1.p1	K20683
TRINITY_DN98754_c0_g1_i1.p1	K10798
TRINITY_DN98779_c0_g1_i1.p1	K04659
TRINITY_DN98792_c0_g1_i1.p1	K00844
TRINITY_DN98809_c0_g1_i1.p1	K25417
TRINITY_DN98823_c0_g1_i1.p1	K15719
TRINITY_DN98832_c0_g1_i1.p1	K05665
TRINITY_DN98841_c0_g1_i1.p1	K14688
TRINITY_DN9888_c1_g1_i3.p1	K10319
TRINITY_DN98987_c0_g1_i1.p1	K11992
TRINITY_DN98993_c0_g1_i1.p1	K01869
TRINITY_DN98995_c0_g1_i1.p1	K15192
TRINITY_DN99094_c0_g1_i1.p1	K01338
TRINITY_DN99108_c0_g1_i1.p1	K14559
TRINITY_DN99127_c0_g1_i1.p1	K01077
TRINITY_DN9913_c0_g3_i1.p1	K25815
TRINITY_DN99140_c0_g1_i1.p1	K24739
TRINITY_DN99164_c0_g1_i1.p1	K20823
TRINITY_DN99193_c0_g1_i1.p1	K11987
TRINITY_DN99230_c0_g1_i1.p1	K10308
TRINITY_DN99238_c0_g1_i1.p1	K25609
TRINITY_DN99242_c0_g1_i1.p1	K09341
TRINITY_DN99253_c0_g1_i1.p1	K03165
TRINITY_DN992_c0_g2_i1.p1	K02969
TRINITY_DN99345_c0_g1_i1.p2	K06971
TRINITY_DN9935_c0_g1_i1.p1	K25374
TRINITY_DN99411_c0_g1_i1.p1	K10325
TRINITY_DN99423_c0_g1_i1.p1	K22721
TRINITY_DN99435_c0_g1_i1.p1	K10877
TRINITY_DN9944_c0_g1_i4.p1	K18442
TRINITY_DN99467_c0_g1_i1.p1	K15684
TRINITY_DN99487_c0_g1_i1.p1	K05292
TRINITY_DN99503_c0_g1_i1.p1	K24098
TRINITY_DN99543_c0_g1_i1.p1	K11668
TRINITY_DN99606_c0_g1_i1.p1	K12402
TRINITY_DN99664_c0_g1_i1.p1	K01807
TRINITY_DN9966_c2_g1_i1.p1	K11087
TRINITY_DN99690_c0_g1_i1.p1	K20305
TRINITY_DN99719_c0_g1_i1.p1	K21626
TRINITY_DN99769_c0_g1_i1.p1	K06258
TRINITY_DN99778_c0_g1_i1.p1	K10300
TRINITY_DN997_c2_g1_i8.p1	K02154
TRINITY_DN99829_c0_g1_i1.p1	K15164
TRINITY_DN99842_c0_g1_i1.p1	K24729
TRINITY_DN99847_c0_g1_i2.p1	K17529
TRINITY_DN99896_c0_g1_i1.p1	K09458
TRINITY_DN998_c0_g1_i3.p1	K07881
TRINITY_DN99917_c0_g1_i1.p1	K18729
TRINITY_DN99926_c0_g1_i1.p1	K23195
TRINITY_DN99934_c0_g1_i1.p1	K03002
TRINITY_DN99936_c0_g1_i1.p1	K03239
TRINITY_DN99944_c0_g1_i1.p1	K23893
TRINITY_DN99999_c0_g1_i1.p1	K11166
TRINITY_DN999_c2_g1_i4.p1	K08656
TRINITY_DN999_c2_g2_i1.p1	K02872
TRINITY_DN9_c3_g1_i3.p1	K05643
TRINITY_DN9_c4_g1_i1.p1	K12198
TRINITY_DN143677_c0_g1_i1.p1	K01511
TRINITY_DN1436_c0_g1_i2.p1	K10343
TRINITY_DN1436_c0_g3_i2.p1	K22970
TRINITY_DN14373_c0_g2_i3.p1	K19951
TRINITY_DN14383_c0_g1_i2.p1	K00106
TRINITY_DN143_c0_g1_i1.p1	K23879
TRINITY_DN144038_c0_g1_i1.p1	K10737
TRINITY_DN144116_c0_g1_i1.p1	K08869
TRINITY_DN144120_c0_g1_i1.p1	K13273
TRINITY_DN144205_c0_g1_i1.p1	K08150
TRINITY_DN14426_c0_g1_i1.p1	K13347
TRINITY_DN14427_c2_g1_i4.p1	K12396
TRINITY_DN14433_c0_g1_i9.p1	K20191
TRINITY_DN144382_c0_g1_i1.p1	K23336
TRINITY_DN144401_c0_g1_i1.p1	K10746
TRINITY_DN144417_c0_g1_i1.p1	K22037
TRINITY_DN14448_c0_g2_i1.p1	K20029
TRINITY_DN14448_c0_g3_i2.p1	K20029
TRINITY_DN14461_c0_g1_i2.p1	K12231
TRINITY_DN14472_c0_g2_i8.p1	K11165
TRINITY_DN144804_c0_g1_i1.p1	K05543
TRINITY_DN1449_c11_g1_i1.p1	K05925
TRINITY_DN1449_c8_g1_i2.p1	K05925
TRINITY_DN144_c0_g1_i4.p1	K22390
TRINITY_DN14505_c0_g1_i22.p1	K01116
TRINITY_DN14506_c2_g1_i2.p1	K10335
TRINITY_DN14508_c1_g1_i4.p1	K10158
TRINITY_DN14532_c10_g1_i1.p1	K17769
TRINITY_DN14532_c1_g1_i4.p1	K07375
TRINITY_DN14535_c1_g1_i2.p1	K10412
TRINITY_DN14538_c0_g1_i4.p1	K12873
TRINITY_DN14540_c0_g1_i3.p1	K02730
TRINITY_DN145412_c0_g1_i1.p1	K22816
TRINITY_DN145464_c0_g1_i1.p1	K11672
TRINITY_DN145485_c0_g1_i1.p1	K00609
TRINITY_DN1454_c2_g1_i2.p1	K01539
TRINITY_DN145583_c0_g1_i1.p1	K10325
TRINITY_DN145765_c0_g1_i1.p1	K18078
TRINITY_DN14594_c0_g2_i1.p1	K00799
TRINITY_DN146114_c0_g1_i1.p1	K10085
TRINITY_DN14616_c0_g1_i16.p1	K05038
TRINITY_DN14624_c0_g1_i8.p1	K24183
TRINITY_DN14627_c0_g1_i10.p1	K03265
TRINITY_DN146314_c0_g1_i1.p1	K11982
TRINITY_DN14671_c0_g1_i5.p1	K16779
TRINITY_DN14674_c0_g1_i1.p1	K01883
TRINITY_DN14681_c0_g1_i2.p1	K08730
TRINITY_DN1468_c0_g1_i1.p1	K02922
TRINITY_DN1469_c0_g1_i4.p1	K13165
TRINITY_DN146_c7_g1_i3.p1	K10249
TRINITY_DN14700_c0_g1_i2.p1	K14405
TRINITY_DN147112_c0_g1_i1.p1	K15166
TRINITY_DN14714_c0_g1_i1.p1	K14408
TRINITY_DN14716_c3_g1_i2.p1	K00844
TRINITY_DN14719_c0_g1_i11.p1	K10592
TRINITY_DN14734_c2_g1_i3.p1	K05410
TRINITY_DN14750_c2_g2_i1.p1	K01557
TRINITY_DN14754_c1_g1_i3.p1	K07930
TRINITY_DN14754_c3_g1_i1.p1	K20641
TRINITY_DN14766_c0_g1_i1.p1	K20235
TRINITY_DN14767_c1_g2_i2.p1	K15046
TRINITY_DN147710_c0_g1_i1.p1	K09571
TRINITY_DN147717_c0_g1_i1.p1	K23028
TRINITY_DN147719_c0_g1_i1.p1	K06669
TRINITY_DN14773_c0_g1_i7.p1	K05725
TRINITY_DN147746_c0_g1_i1.p1	K23336
TRINITY_DN147753_c0_g1_i1.p1	K06126
TRINITY_DN14775_c0_g1_i1.p1	K14311
TRINITY_DN147773_c0_g1_i1.p1	K07945
TRINITY_DN147781_c0_g1_i1.p1	K12854
TRINITY_DN147789_c0_g1_i1.p1	K19863
TRINITY_DN147802_c0_g1_i1.p1	K25174
TRINITY_DN147824_c0_g1_i1.p1	K10408
TRINITY_DN14782_c0_g1_i5.p1	K02649
TRINITY_DN147849_c0_g1_i1.p1	K09521
TRINITY_DN147869_c0_g1_i1.p1	K11649
TRINITY_DN147887_c0_g1_i1.p1	K08658
TRINITY_DN147888_c0_g1_i1.p2	K01869
TRINITY_DN14788_c3_g1_i1.p1	K08829
TRINITY_DN1478_c0_g1_i1.p1	K05758
TRINITY_DN1478_c0_g2_i1.p1	K05758
TRINITY_DN1478_c1_g1_i3.p1	K26076
TRINITY_DN147927_c0_g1_i1.p1	K18668
TRINITY_DN147951_c0_g1_i1.p1	K14343
TRINITY_DN147953_c0_g1_i1.p1	K14776
TRINITY_DN147983_c0_g1_i1.p1	K17548
TRINITY_DN14798_c0_g1_i3.p1	K07424
TRINITY_DN147_c5_g1_i1.p1	K08568
TRINITY_DN148038_c0_g1_i1.p1	K15381
TRINITY_DN14803_c1_g1_i1.p1	K14771
TRINITY_DN148046_c0_g1_i1.p1	K01487
TRINITY_DN148052_c0_g1_i1.p1	K15683
TRINITY_DN148064_c0_g1_i1.p1	K10463
TRINITY_DN148067_c0_g1_i1.p1	K12646
TRINITY_DN148109_c0_g1_i2.p1	K14403
TRINITY_DN14813_c0_g1_i7.p1	K09489
TRINITY_DN148154_c0_g1_i1.p1	K01115
TRINITY_DN148158_c0_g1_i2.p1	K15176
TRINITY_DN148169_c0_g1_i1.p1	K09307
TRINITY_DN148172_c0_g1_i1.p1	K14806
TRINITY_DN14818_c0_g1_i2.p1	K00280
TRINITY_DN14819_c2_g2_i3.p1	K20247
TRINITY_DN148205_c0_g1_i1.p1	K17346
TRINITY_DN148242_c0_g1_i1.p1	K24750
TRINITY_DN148248_c0_g1_i1.p1	K09291
TRINITY_DN14826_c0_g1_i2.p1	K03644
TRINITY_DN148274_c0_g1_i1.p1	K01201
TRINITY_DN148279_c0_g1_i1.p1	K07511
TRINITY_DN1482_c1_g1_i1.p1	K07249
TRINITY_DN148303_c0_g1_i1.p1	K06560
TRINITY_DN148315_c0_g1_i2.p1	K09668
TRINITY_DN148325_c0_g1_i1.p1	K03018
TRINITY_DN148331_c0_g1_i1.p1	K25202
TRINITY_DN148332_c0_g1_i1.p1	K02577
TRINITY_DN148351_c0_g1_i1.p1	K09228
TRINITY_DN148353_c0_g1_i1.p1	K11600
TRINITY_DN148383_c0_g1_i1.p1	K03006
TRINITY_DN1483_c1_g1_i3.p1	K03267
TRINITY_DN148406_c0_g1_i1.p1	K11390
TRINITY_DN148432_c0_g1_i1.p1	K01136
TRINITY_DN148433_c0_g1_i2.p1	K15042
TRINITY_DN14843_c3_g1_i1.p1	K12382
TRINITY_DN148486_c0_g1_i1.p1	K15263
TRINITY_DN14848_c0_g1_i3.p1	K11849
TRINITY_DN1484_c1_g1_i13.p1	K17086
TRINITY_DN148511_c0_g1_i1.p1	K12350
TRINITY_DN14852_c1_g1_i3.p1	K18460
TRINITY_DN148534_c0_g1_i3.p1	K10389
TRINITY_DN148534_c0_g2_i1.p1	K10389
TRINITY_DN148539_c0_g1_i1.p1	K20280
TRINITY_DN14856_c0_g1_i1.p1	K23791
TRINITY_DN148592_c0_g1_i1.p1	K00849
TRINITY_DN148598_c0_g1_i1.p1	K10879
TRINITY_DN1485_c0_g1_i1.p1	K01540
TRINITY_DN148622_c0_g1_i1.p1	K24758
TRINITY_DN148623_c0_g1_i2.p1	K13523
TRINITY_DN148626_c0_g1_i1.p1	K06225
TRINITY_DN148659_c0_g1_i1.p1	K13046
TRINITY_DN148675_c0_g1_i1.p1	K16498
TRINITY_DN148701_c0_g1_i1.p1	K11964
TRINITY_DN148711_c0_g1_i1.p1	K25551
TRINITY_DN148713_c0_g1_i1.p1	K14809
TRINITY_DN148714_c0_g1_i1.p1	K09228
TRINITY_DN148772_c0_g1_i1.p1	K24810
TRINITY_DN148778_c0_g1_i1.p1	K04437
TRINITY_DN148792_c0_g1_i1.p1	K00763
TRINITY_DN14879_c0_g1_i2.p1	K01309
TRINITY_DN148820_c0_g1_i2.p1	K04978
TRINITY_DN148822_c0_g1_i1.p1	K23471
TRINITY_DN148837_c0_g1_i1.p1	K03141
TRINITY_DN148854_c0_g1_i1.p1	K23854
TRINITY_DN148859_c0_g1_i1.p1	K17655
TRINITY_DN148872_c0_g1_i1.p1	K10684
TRINITY_DN14888_c1_g1_i3.p1	K14326
TRINITY_DN148890_c0_g1_i1.p1	K19374
TRINITY_DN148891_c0_g1_i1.p1	K10350
TRINITY_DN1488_c0_g1_i2.p1	K18622
TRINITY_DN1488_c0_g2_i2.p1	K18622
TRINITY_DN148931_c0_g1_i1.p1	K21915
TRINITY_DN148937_c0_g1_i1.p1	K10594
TRINITY_DN148943_c0_g1_i1.p1	K10408
TRINITY_DN148975_c0_g1_i1.p1	K26051
TRINITY_DN148976_c0_g1_i1.p1	K19326
TRINITY_DN14897_c0_g1_i13.p1	K03877
TRINITY_DN14897_c0_g2_i1.p1	K07819
TRINITY_DN148988_c0_g1_i1.p1	K17849
TRINITY_DN148994_c0_g1_i1.p1	K06963
TRINITY_DN14899_c0_g1_i3.p1	K17614
TRINITY_DN149001_c0_g1_i1.p1	K01556
TRINITY_DN149002_c0_g1_i2.p1	K23588
TRINITY_DN149014_c0_g1_i1.p1	K14824
TRINITY_DN14901_c4_g1_i1.p1	K16914
TRINITY_DN149020_c0_g1_i1.p1	K02516
TRINITY_DN149027_c0_g1_i1.p1	K16573
TRINITY_DN149040_c0_g1_i1.p1	K15191
TRINITY_DN149052_c0_g1_i1.p1	K10408
TRINITY_DN149062_c0_g1_i1.p1	K00605
TRINITY_DN149092_c0_g1_i1.p1	K10406
TRINITY_DN149105_c0_g1_i1.p1	K05613
TRINITY_DN149106_c0_g1_i1.p1	K07442
TRINITY_DN149133_c0_g1_i1.p1	K13202
TRINITY_DN149164_c0_g1_i2.p1	K22867
TRINITY_DN14918_c0_g1_i8.p1	K16782
TRINITY_DN149199_c0_g1_i1.p1	K04729
TRINITY_DN149229_c0_g1_i1.p1	K20163
TRINITY_DN149242_c0_g1_i1.p1	K04165
TRINITY_DN149270_c0_g1_i1.p1	K03234
TRINITY_DN149275_c0_g1_i1.p1	K17341
TRINITY_DN149277_c0_g1_i1.p1	K10523
TRINITY_DN149284_c0_g1_i1.p1	K14403
TRINITY_DN149290_c0_g1_i1.p1	K07588
TRINITY_DN149298_c0_g1_i1.p1	K13177
TRINITY_DN149325_c0_g1_i1.p1	K24230
TRINITY_DN149335_c0_g1_i1.p1	K20683
TRINITY_DN149336_c0_g1_i1.p1	K01896
TRINITY_DN149337_c0_g1_i1.p1	K06618
TRINITY_DN149348_c0_g1_i1.p1	K10875
TRINITY_DN149362_c0_g1_i1.p1	K08049
TRINITY_DN14937_c1_g1_i5.p1	K08288
TRINITY_DN149388_c0_g1_i1.p1	K14824
TRINITY_DN149405_c0_g1_i1.p1	K12837
TRINITY_DN149445_c0_g1_i1.p1	K23739
TRINITY_DN14947_c1_g2_i1.p1	K05736
TRINITY_DN14949_c0_g1_i1.p1	K22559
TRINITY_DN149509_c0_g1_i1.p1	K08041
TRINITY_DN149537_c0_g1_i1.p1	K07588
TRINITY_DN14956_c0_g1_i2.p1	K12309
TRINITY_DN149586_c0_g1_i1.p1	K25532
TRINITY_DN149617_c0_g1_i1.p1	K15695
TRINITY_DN149632_c0_g1_i1.p1	K17548
TRINITY_DN149719_c0_g1_i1.p1	K23939
TRINITY_DN149751_c0_g1_i1.p1	K17427
TRINITY_DN149768_c0_g1_i1.p1	K15559
TRINITY_DN149777_c0_g1_i1.p1	K08799
TRINITY_DN149808_c0_g1_i1.p1	K10273
TRINITY_DN14983_c0_g1_i2.p1	K01202
TRINITY_DN149849_c0_g1_i1.p1	K21415
TRINITY_DN149887_c0_g1_i1.p1	K20406
TRINITY_DN149961_c0_g1_i1.p1	K16315
TRINITY_DN149963_c0_g1_i1.p1	K02333
TRINITY_DN149980_c0_g1_i1.p1	K05038
TRINITY_DN1499_c1_g3_i1.p1	K12893
TRINITY_DN150001_c0_g1_i1.p1	K24227
TRINITY_DN150023_c0_g1_i1.p1	K00681
TRINITY_DN150024_c0_g1_i2.p1	K14947
TRINITY_DN15002_c0_g1_i1.p1	K01275
TRINITY_DN15003_c1_g1_i13.p1	K03173
TRINITY_DN150091_c0_g1_i1.p1	K24637
TRINITY_DN150098_c0_g1_i1.p1	K05658
TRINITY_DN1500_c0_g1_i11.p1	K19801
TRINITY_DN150121_c0_g1_i1.p1	K00710
TRINITY_DN150139_c0_g1_i1.p1	K06756
TRINITY_DN15013_c0_g1_i2.p1	K06634
TRINITY_DN15016_c0_g2_i1.p1	K08872
TRINITY_DN150188_c0_g1_i1.p1	K23339
TRINITY_DN150213_c0_g1_i1.p1	K08064
TRINITY_DN150255_c0_g1_i1.p1	K07375
TRINITY_DN150259_c0_g1_i1.p1	K24653
TRINITY_DN15027_c0_g2_i12.p1	K05719
TRINITY_DN1502_c0_g1_i2.p1	K12316
TRINITY_DN150323_c0_g1_i1.p1	K10408
TRINITY_DN150390_c0_g1_i1.p1	K03258
TRINITY_DN150487_c0_g1_i1.p1	K12835
TRINITY_DN150497_c0_g1_i1.p1	K06133
TRINITY_DN150511_c0_g1_i1.p1	K17815
TRINITY_DN150515_c0_g1_i1.p1	K00799
TRINITY_DN150516_c0_g1_i1.p1	K23437
TRINITY_DN150532_c0_g1_i1.p1	K16061
TRINITY_DN150542_c0_g1_i1.p1	K12843
TRINITY_DN150565_c0_g1_i1.p1	K23424
TRINITY_DN150630_c0_g1_i1.p2	K14404
TRINITY_DN150636_c0_g1_i1.p1	K20879
TRINITY_DN150659_c0_g1_i1.p1	K19756
TRINITY_DN150691_c0_g1_i1.p1	K11851
TRINITY_DN150693_c0_g1_i2.p1	K04097
TRINITY_DN150717_c0_g1_i1.p1	K12836
TRINITY_DN150740_c0_g1_i1.p1	K14611
TRINITY_DN150748_c0_g1_i1.p1	K23845
TRINITY_DN15075_c0_g1_i1.p1	K11147
TRINITY_DN15079_c0_g1_i1.p1	K20474
TRINITY_DN150833_c0_g1_i1.p1	K15157
TRINITY_DN150842_c0_g1_i1.p1	K13862
TRINITY_DN150853_c0_g1_i1.p1	K00121
TRINITY_DN150900_c0_g1_i1.p1	K14308
TRINITY_DN150920_c0_g1_i1.p1	K25792
TRINITY_DN150932_c0_g1_i1.p1	K06947
TRINITY_DN150934_c0_g1_i1.p1	K14787
TRINITY_DN15093_c0_g1_i1.p1	K17577
TRINITY_DN150960_c0_g1_i1.p1	K15235
TRINITY_DN150996_c0_g1_i1.p1	K15044
TRINITY_DN151002_c0_g1_i1.p1	K17930
TRINITY_DN151016_c0_g1_i1.p1	K01135
TRINITY_DN151064_c0_g1_i1.p1	K00799
TRINITY_DN1510_c0_g4_i1.p1	K06569
TRINITY_DN151101_c0_g1_i1.p1	K01530
TRINITY_DN151135_c0_g1_i1.p1	K10410
TRINITY_DN151138_c0_g1_i1.p1	K10807
TRINITY_DN151145_c0_g1_i1.p1	K07211
TRINITY_DN151175_c0_g1_i1.p1	K01867
TRINITY_DN151198_c0_g1_i2.p1	K14004
TRINITY_DN15130_c0_g1_i5.p1	K09228
TRINITY_DN151313_c0_g1_i1.p1	K24728
TRINITY_DN151335_c0_g1_i1.p1	K22909
TRINITY_DN15134_c0_g2_i2.p1	K06101
TRINITY_DN151356_c0_g1_i1.p1	K16507
TRINITY_DN151360_c0_g1_i1.p1	K05546
TRINITY_DN151435_c0_g1_i1.p1	K01893
TRINITY_DN15145_c2_g1_i8.p1	K23961
TRINITY_DN1514_c1_g3_i1.p1	K25442
TRINITY_DN151504_c0_g1_i1.p1	K14996
TRINITY_DN151543_c0_g1_i1.p1	K24070
TRINITY_DN151581_c0_g1_i1.p1	K14407
TRINITY_DN151616_c0_g1_i1.p1	K09479
TRINITY_DN151644_c0_g1_i1.p1	K17571
TRINITY_DN15168_c0_g1_i2.p1	K11976
TRINITY_DN151699_c0_g1_i1.p1	K02937
TRINITY_DN151719_c0_g1_i1.p1	K12611
TRINITY_DN151730_c0_g1_i1.p1	K14620
TRINITY_DN151759_c0_g1_i1.p1	K03678
TRINITY_DN151823_c0_g1_i1.p1	K16550
TRINITY_DN15184_c1_g1_i2.p1	K01672
TRINITY_DN151868_c0_g1_i1.p1	K20281
TRINITY_DN151933_c0_g1_i1.p1	K05022
TRINITY_DN151978_c0_g1_i1.p1	K09228
TRINITY_DN151_c0_g1_i1.p1	K03233
TRINITY_DN152011_c0_g1_i1.p1	K01365
TRINITY_DN152036_c0_g1_i1.p1	K24759
TRINITY_DN152085_c0_g1_i1.p1	K04814
TRINITY_DN152117_c0_g1_i1.p1	K24740
TRINITY_DN152138_c0_g1_i1.p1	K00587
TRINITY_DN152158_c0_g1_i1.p1	K11459
TRINITY_DN15215_c0_g1_i1.p1	K01079
TRINITY_DN15217_c0_g1_i1.p1	K13335
TRINITY_DN152206_c0_g1_i1.p1	K23281
TRINITY_DN152222_c0_g1_i1.p1	K25388
TRINITY_DN152251_c0_g1_i1.p1	K17662
TRINITY_DN152253_c0_g1_i1.p1	K08073
